TF,Target
Zm00001d039006,Zm00001d013891
Zm00001d038683,Zm00001d037779
Zm00001d048391,Zm00001d010869
Zm00001d017575,Zm00001d046530
Zm00001d036536,Zm00001d051635
Zm00001d022526,Zm00001d038608
Zm00001d051316,Zm00001d013926
Zm00001d013547,Zm00001d012339
Zm00001d043117,Zm00001d007279
Zm00001d046947,Zm00001d013741
Zm00001d023955,Zm00001d006351
Zm00001d034503,Zm00001d028971
Zm00001d009939,Zm00001d045295
Zm00001d038994,Zm00001d028620
Zm00001d050350,Zm00001d002001
Zm00001d031061,Zm00001d040160
Zm00001d027435,Zm00001d020804
Zm00001d050310,Zm00001d010507
Zm00001d005875,Zm00001d034011
Zm00001d017480,Zm00001d036431
Zm00001d046974,Zm00001d012032
Zm00001d012527,Zm00001d029151
Zm00001d024324,Zm00001d018288
Zm00001d018416,Zm00001d039647
Zm00001d025944,Zm00001d005769
Zm00001d018158,Zm00001d013947
Zm00001d038994,Zm00001d006650
Zm00001d015243,Zm00001d016581
Zm00001d042588,Zm00001d033205
Zm00001d025896,Zm00001d009971
Zm00001d043402,Zm00001d026084
Zm00001d038585,Zm00001d048316
Zm00001d021591,Zm00001d029896
Zm00001d027874,Zm00001d027861
Zm00001d002829,Zm00001d028423
Zm00001d018930,Zm00001d053009
Zm00001d002731,Zm00001d040803
Zm00001d048046,Zm00001d036214
Zm00001d027846,Zm00001d040002
Zm00001d019207,Zm00001d030028
Zm00001d012749,Zm00001d034109
Zm00001d038221,Zm00001d026611
Zm00001d043491,Zm00001d028806
Zm00001d006945,Zm00001d002066
Zm00001d003180,Zm00001d003268
Zm00001d028265,Zm00001d023510
Zm00001d038584,Zm00001d033600
Zm00001d051632,Zm00001d003259
Zm00001d036790,Zm00001d045065
Zm00001d004857,Zm00001d011403
Zm00001d002364,Zm00001d013057
Zm00001d048471,Zm00001d017536
Zm00001d034503,Zm00001d028426
Zm00001d025944,Zm00001d007231
Zm00001d013895,Zm00001d034621
Zm00001d002731,Zm00001d047499
Zm00001d015226,Zm00001d052948
Zm00001d014286,Zm00001d052344
Zm00001d013547,Zm00001d035323
Zm00001d017462,Zm00001d001766
Zm00001d016520,Zm00001d037051
Zm00001d049000,Zm00001d011834
Zm00001d053707,Zm00001d002405
Zm00001d014377,Zm00001d047835
Zm00001d022461,Zm00001d004848
Zm00001d041277,Zm00001d016308
Zm00001d028139,Zm00001d030843
Zm00001d029884,Zm00001d042315
Zm00001d052288,Zm00001d032948
Zm00001d027846,Zm00001d017275
Zm00001d045026,Zm00001d046889
Zm00001d017986,Zm00001d036351
Zm00001d009103,Zm00001d027703
Zm00001d033987,Zm00001d039936
Zm00001d015515,Zm00001d050218
Zm00001d033566,Zm00001d037139
Zm00001d030518,Zm00001d050606
Zm00001d053020,Zm00001d052819
Zm00001d008251,Zm00001d006553
Zm00001d008808,Zm00001d048647
Zm00001d028984,Zm00001d048369
Zm00001d032999,Zm00001d017215
Zm00001d004086,Zm00001d049502
Zm00001d015614,Zm00001d052252
Zm00001d038585,Zm00001d038810
Zm00001d017831,Zm00001d008209
Zm00001d010676,Zm00001d030304
Zm00001d009939,Zm00001d017279
Zm00001d031487,Zm00001d011037
Zm00001d033246,Zm00001d005645
Zm00001d013547,Zm00001d035875
Zm00001d014286,Zm00001d021617
Zm00001d026252,Zm00001d042007
Zm00001d052905,Zm00001d003198
Zm00001d052905,Zm00001d001978
Zm00001d044216,Zm00001d032078
Zm00001d016737,Zm00001d002676
Zm00001d004086,Zm00001d052206
Zm00001d042609,Zm00001d043974
Zm00001d020137,Zm00001d027929
Zm00001d039245,Zm00001d017821
Zm00001d041497,Zm00001d048564
Zm00001d012585,Zm00001d046574
Zm00001d027431,Zm00001d045927
Zm00001d022526,Zm00001d017756
Zm00001d017383,Zm00001d043104
Zm00001d017986,Zm00001d014495
Zm00001d027317,Zm00001d023841
Zm00001d038843,Zm00001d002489
Zm00001d016255,Zm00001d028561
Zm00001d011597,Zm00001d021672
Zm00001d048227,Zm00001d007974
Zm00001d020939,Zm00001d002478
Zm00001d017391,Zm00001d038620
Zm00001d022295,Zm00001d042386
Zm00001d027757,Zm00001d023616
Zm00001d004086,Zm00001d003102
Zm00001d025664,Zm00001d020713
Zm00001d018698,Zm00001d044899
Zm00001d005888,Zm00001d034497
Zm00001d015639,Zm00001d029969
Zm00001d048647,Zm00001d006521
Zm00001d024324,Zm00001d027929
Zm00001d020137,Zm00001d016438
Zm00001d010948,Zm00001d035082
Zm00001d013547,Zm00001d037484
Zm00001d005208,Zm00001d022017
Zm00001d011985,Zm00001d043402
Zm00001d032384,Zm00001d020834
Zm00001d004086,Zm00001d008911
Zm00001d012128,Zm00001d014385
Zm00001d010638,Zm00001d021387
Zm00001d025033,Zm00001d039262
Zm00001d008198,Zm00001d021261
Zm00001d009013,Zm00001d044628
Zm00001d049364,Zm00001d048316
Zm00001d052288,Zm00001d014495
Zm00001d038355,Zm00001d045987
Zm00001d015614,Zm00001d029988
Zm00001d034503,Zm00001d044193
Zm00001d042609,Zm00001d047893
Zm00001d014863,Zm00001d052853
Zm00001d031487,Zm00001d029066
Zm00001d002762,Zm00001d042811
Zm00001d043915,Zm00001d007121
Zm00001d046632,Zm00001d012585
Zm00001d048046,Zm00001d029420
Zm00001d026271,Zm00001d008756
Zm00001d018225,Zm00001d008715
Zm00001d017409,Zm00001d042809
Zm00001d029875,Zm00001d043768
Zm00001d050404,Zm00001d033194
Zm00001d039506,Zm00001d042977
Zm00001d016737,Zm00001d023373
Zm00001d016737,Zm00001d031323
Zm00001d002618,Zm00001d001774
Zm00001d031725,Zm00001d023856
Zm00001d049364,Zm00001d039464
Zm00001d003884,Zm00001d020590
Zm00001d016737,Zm00001d018867
Zm00001d015614,Zm00001d002410
Zm00001d019216,Zm00001d011710
Zm00001d048083,Zm00001d018829
Zm00001d031182,Zm00001d053067
Zm00001d012482,Zm00001d015164
Zm00001d050664,Zm00001d016254
Zm00001d048647,Zm00001d045298
Zm00001d018530,Zm00001d042127
Zm00001d048623,Zm00001d046915
Zm00001d003884,Zm00001d019225
Zm00001d004512,Zm00001d002676
Zm00001d025757,Zm00001d043992
Zm00001d004086,Zm00001d008641
Zm00001d033898,Zm00001d006587
Zm00001d015614,Zm00001d006726
Zm00001d031759,Zm00001d003016
Zm00001d015515,Zm00001d020968
Zm00001d015226,Zm00001d020915
Zm00001d011560,Zm00001d024816
Zm00001d003331,Zm00001d031130
Zm00001d030191,Zm00001d048979
Zm00001d021263,Zm00001d049176
Zm00001d028304,Zm00001d042886
Zm00001d034730,Zm00001d029223
Zm00001d026447,Zm00001d027365
Zm00001d043205,Zm00001d036768
Zm00001d002405,Zm00001d031290
Zm00001d043062,Zm00001d021208
Zm00001d042580,Zm00001d017666
Zm00001d041445,Zm00001d032386
Zm00001d015639,Zm00001d008753
Zm00001d042287,Zm00001d028238
Zm00001d037274,Zm00001d047392
Zm00001d018698,Zm00001d047434
Zm00001d038843,Zm00001d051511
Zm00001d052133,Zm00001d027419
Zm00001d011597,Zm00001d025586
Zm00001d004086,Zm00001d032560
Zm00001d042305,Zm00001d031273
Zm00001d020932,Zm00001d024916
Zm00001d044857,Zm00001d031741
Zm00001d032265,Zm00001d014063
Zm00001d005208,Zm00001d035865
Zm00001d048391,Zm00001d020094
Zm00001d051267,Zm00001d034995
Zm00001d002829,Zm00001d031992
Zm00001d029934,Zm00001d012480
Zm00001d050247,Zm00001d011571
Zm00001d039245,Zm00001d016401
Zm00001d016457,Zm00001d038023
Zm00001d029020,Zm00001d021446
Zm00001d002364,Zm00001d037619
Zm00001d043025,Zm00001d032850
Zm00001d052288,Zm00001d045599
Zm00001d047017,Zm00001d035457
Zm00001d031759,Zm00001d015969
Zm00001d041445,Zm00001d011636
Zm00001d040651,Zm00001d012545
Zm00001d024041,Zm00001d003778
Zm00001d043474,Zm00001d031273
Zm00001d048527,Zm00001d029096
Zm00001d022295,Zm00001d038980
Zm00001d036494,Zm00001d028709
Zm00001d014286,Zm00001d025830
Zm00001d032265,Zm00001d038061
Zm00001d039245,Zm00001d017761
Zm00001d024324,Zm00001d047904
Zm00001d052087,Zm00001d017857
Zm00001d012260,Zm00001d036573
Zm00001d008882,Zm00001d022120
Zm00001d004086,Zm00001d011964
Zm00001d017831,Zm00001d027731
Zm00001d012015,Zm00001d028171
Zm00001d031009,Zm00001d040342
Zm00001d013357,Zm00001d037779
Zm00001d013625,Zm00001d044276
Zm00001d047355,Zm00001d039910
Zm00001d052288,Zm00001d001994
Zm00001d049581,Zm00001d039681
Zm00001d042580,Zm00001d007180
Zm00001d015743,Zm00001d006493
Zm00001d018530,Zm00001d042843
Zm00001d038585,Zm00001d045459
Zm00001d015639,Zm00001d023539
Zm00001d033378,Zm00001d047403
Zm00001d003601,Zm00001d011696
Zm00001d004512,Zm00001d042137
Zm00001d026542,Zm00001d003505
Zm00001d050404,Zm00001d029801
Zm00001d054080,Zm00001d051939
Zm00001d046632,Zm00001d020470
Zm00001d012746,Zm00001d033469
Zm00001d039245,Zm00001d053393
Zm00001d043025,Zm00001d042939
Zm00001d052133,Zm00001d052901
Zm00001d045112,Zm00001d025342
Zm00001d050664,Zm00001d034610
Zm00001d016674,Zm00001d033370
Zm00001d008225,Zm00001d022202
Zm00001d048046,Zm00001d051187
Zm00001d015990,Zm00001d015714
Zm00001d015639,Zm00001d017457
Zm00001d015614,Zm00001d017837
Zm00001d038584,Zm00001d046966
Zm00001d021748,Zm00001d005064
Zm00001d020137,Zm00001d017457
Zm00001d042482,Zm00001d018502
Zm00001d003331,Zm00001d021879
Zm00001d038843,Zm00001d019734
Zm00001d031673,Zm00001d042243
Zm00001d005208,Zm00001d017615
Zm00001d043474,Zm00001d002405
Zm00001d008919,Zm00001d048070
Zm00001d024324,Zm00001d020926
Zm00001d031522,Zm00001d044283
Zm00001d038355,Zm00001d007687
Zm00001d045398,Zm00001d028004
Zm00001d049889,Zm00001d033447
Zm00001d001837,Zm00001d027519
Zm00001d018530,Zm00001d044632
Zm00001d023465,Zm00001d016928
Zm00001d017462,Zm00001d005936
Zm00001d011669,Zm00001d007255
Zm00001d031109,Zm00001d043011
Zm00001d034601,Zm00001d018342
Zm00001d038664,Zm00001d025520
Zm00001d040611,Zm00001d038063
Zm00001d024701,Zm00001d035568
Zm00001d008528,Zm00001d001826
Zm00001d030069,Zm00001d014128
Zm00001d020267,Zm00001d012610
Zm00001d017477,Zm00001d016471
Zm00001d028269,Zm00001d047302
Zm00001d034298,Zm00001d013243
Zm00001d012527,Zm00001d017978
Zm00001d033246,Zm00001d011245
Zm00001d019207,Zm00001d011451
Zm00001d002079,Zm00001d047269
Zm00001d033870,Zm00001d002531
Zm00001d021057,Zm00001d031992
Zm00001d009802,Zm00001d035628
Zm00001d015639,Zm00001d022531
Zm00001d028930,Zm00001d018502
Zm00001d047519,Zm00001d014313
Zm00001d052905,Zm00001d016491
Zm00001d027957,Zm00001d014792
Zm00001d050404,Zm00001d025472
Zm00001d006236,Zm00001d024005
Zm00001d033965,Zm00001d039086
Zm00001d039324,Zm00001d039910
Zm00001d010280,Zm00001d018234
Zm00001d022295,Zm00001d011597
Zm00001d018225,Zm00001d028947
Zm00001d031182,Zm00001d002669
Zm00001d027846,Zm00001d003470
Zm00001d043922,Zm00001d022396
Zm00001d043915,Zm00001d050728
Zm00001d005584,Zm00001d005480
Zm00001d043915,Zm00001d053059
Zm00001d012749,Zm00001d039472
Zm00001d022295,Zm00001d053382
Zm00001d016052,Zm00001d026055
Zm00001d052112,Zm00001d010813
Zm00001d008919,Zm00001d006553
Zm00001d053060,Zm00001d040681
Zm00001d037165,Zm00001d036690
Zm00001d043696,Zm00001d043682
Zm00001d029884,Zm00001d010466
Zm00001d009013,Zm00001d043081
Zm00001d014286,Zm00001d010684
Zm00001d026191,Zm00001d026632
Zm00001d043696,Zm00001d037481
Zm00001d054080,Zm00001d052389
Zm00001d043060,Zm00001d039524
Zm00001d036790,Zm00001d007339
Zm00001d012746,Zm00001d045657
Zm00001d015614,Zm00001d010651
Zm00001d033870,Zm00001d045353
Zm00001d043696,Zm00001d006410
Zm00001d050310,Zm00001d013611
Zm00001d041604,Zm00001d053817
Zm00001d014938,Zm00001d045946
Zm00001d003168,Zm00001d043175
Zm00001d020837,Zm00001d002405
Zm00001d021591,Zm00001d041927
Zm00001d008225,Zm00001d034883
Zm00001d052167,Zm00001d019305
Zm00001d033325,Zm00001d051793
Zm00001d043062,Zm00001d008296
Zm00001d022525,Zm00001d045589
Zm00001d018421,Zm00001d024531
Zm00001d031487,Zm00001d025024
Zm00001d021057,Zm00001d039378
Zm00001d051458,Zm00001d053801
Zm00001d043474,Zm00001d010007
Zm00001d015639,Zm00001d035658
Zm00001d046719,Zm00001d037247
Zm00001d031009,Zm00001d010229
Zm00001d017742,Zm00001d006133
Zm00001d017986,Zm00001d053680
Zm00001d042910,Zm00001d028972
Zm00001d018530,Zm00001d028371
Zm00001d001952,Zm00001d033210
Zm00001d013895,Zm00001d021056
Zm00001d012823,Zm00001d039731
Zm00001d031009,Zm00001d053553
Zm00001d030069,Zm00001d031119
Zm00001d046568,Zm00001d027309
Zm00001d043378,Zm00001d043835
Zm00001d002618,Zm00001d003784
Zm00001d026252,Zm00001d006756
Zm00001d010399,Zm00001d004706
Zm00001d036726,Zm00001d047104
Zm00001d030028,Zm00001d036543
Zm00001d018530,Zm00001d052058
Zm00001d024041,Zm00001d042137
Zm00001d043569,Zm00001d017727
Zm00001d024547,Zm00001d018479
Zm00001d034503,Zm00001d049297
Zm00001d043922,Zm00001d010850
Zm00001d022628,Zm00001d039417
Zm00001d004512,Zm00001d045984
Zm00001d043062,Zm00001d036543
Zm00001d015639,Zm00001d042305
Zm00001d017350,Zm00001d016741
Zm00001d017391,Zm00001d010697
Zm00001d012916,Zm00001d018047
Zm00001d045044,Zm00001d018903
Zm00001d041445,Zm00001d038190
Zm00001d031725,Zm00001d049643
Zm00001d004086,Zm00001d045370
Zm00001d039266,Zm00001d006658
Zm00001d023659,Zm00001d017935
Zm00001d038584,Zm00001d053817
Zm00001d028217,Zm00001d041277
Zm00001d022542,Zm00001d010368
Zm00001d052905,Zm00001d011573
Zm00001d038189,Zm00001d045804
Zm00001d015614,Zm00001d049643
Zm00001d028524,Zm00001d047750
Zm00001d020837,Zm00001d013163
Zm00001d028919,Zm00001d007155
Zm00001d016457,Zm00001d017461
Zm00001d047421,Zm00001d013611
Zm00001d043062,Zm00001d035035
Zm00001d017409,Zm00001d025953
Zm00001d029884,Zm00001d042281
Zm00001d025638,Zm00001d031299
Zm00001d014377,Zm00001d053438
Zm00001d043687,Zm00001d014496
Zm00001d053749,Zm00001d033364
Zm00001d033378,Zm00001d028474
Zm00001d019207,Zm00001d027992
Zm00001d030532,Zm00001d037771
Zm00001d026096,Zm00001d002520
Zm00001d027510,Zm00001d002145
Zm00001d048312,Zm00001d052433
Zm00001d014405,Zm00001d042353
Zm00001d014938,Zm00001d032142
Zm00001d022442,Zm00001d021515
Zm00001d031009,Zm00001d022169
Zm00001d018967,Zm00001d029783
Zm00001d015407,Zm00001d011740
Zm00001d011953,Zm00001d040274
Zm00001d036889,Zm00001d038135
Zm00001d040651,Zm00001d038075
Zm00001d046632,Zm00001d052252
Zm00001d029020,Zm00001d018565
Zm00001d034751,Zm00001d033479
Zm00001d010280,Zm00001d034572
Zm00001d003884,Zm00001d027258
Zm00001d017409,Zm00001d002451
Zm00001d038189,Zm00001d044274
Zm00001d013258,Zm00001d040805
Zm00001d047355,Zm00001d006623
Zm00001d031009,Zm00001d014175
Zm00001d034601,Zm00001d045657
Zm00001d006001,Zm00001d053623
Zm00001d024644,Zm00001d038691
Zm00001d043060,Zm00001d013097
Zm00001d052725,Zm00001d047801
Zm00001d037274,Zm00001d002090
Zm00001d002364,Zm00001d045459
Zm00001d028007,Zm00001d031289
Zm00001d031796,Zm00001d051338
Zm00001d005892,Zm00001d036122
Zm00001d047563,Zm00001d037926
Zm00001d016952,Zm00001d049950
Zm00001d008882,Zm00001d043011
Zm00001d023465,Zm00001d029142
Zm00001d012527,Zm00001d032620
Zm00001d051879,Zm00001d023434
Zm00001d031561,Zm00001d052268
Zm00001d029934,Zm00001d051511
Zm00001d050394,Zm00001d039771
Zm00001d029287,Zm00001d043269
Zm00001d047356,Zm00001d006588
Zm00001d048647,Zm00001d042285
Zm00001d042588,Zm00001d051681
Zm00001d028625,Zm00001d044320
Zm00001d031009,Zm00001d007500
Zm00001d048082,Zm00001d040504
Zm00001d014286,Zm00001d018199
Zm00001d018158,Zm00001d020137
Zm00001d046568,Zm00001d035747
Zm00001d012527,Zm00001d011752
Zm00001d052112,Zm00001d048138
Zm00001d050247,Zm00001d008296
Zm00001d013357,Zm00001d023732
Zm00001d041489,Zm00001d003464
Zm00001d026271,Zm00001d039495
Zm00001d051632,Zm00001d031956
Zm00001d010201,Zm00001d016697
Zm00001d011597,Zm00001d033855
Zm00001d043950,Zm00001d053236
Zm00001d011692,Zm00001d044388
Zm00001d039764,Zm00001d021949
Zm00001d043025,Zm00001d033389
Zm00001d028265,Zm00001d029130
Zm00001d005798,Zm00001d025445
Zm00001d015639,Zm00001d014562
Zm00001d017366,Zm00001d013108
Zm00001d042665,Zm00001d003669
Zm00001d034965,Zm00001d007155
Zm00001d016737,Zm00001d039255
Zm00001d007768,Zm00001d023300
Zm00001d020834,Zm00001d011914
Zm00001d022295,Zm00001d022474
Zm00001d022628,Zm00001d034434
Zm00001d011527,Zm00001d012241
Zm00001d034730,Zm00001d018565
Zm00001d035323,Zm00001d044216
Zm00001d051458,Zm00001d010336
Zm00001d047309,Zm00001d009555
Zm00001d038585,Zm00001d010902
Zm00001d037274,Zm00001d033993
Zm00001d034160,Zm00001d028450
Zm00001d017350,Zm00001d022037
Zm00001d044216,Zm00001d052439
Zm00001d002079,Zm00001d012401
Zm00001d017350,Zm00001d051313
Zm00001d048208,Zm00001d044372
Zm00001d011133,Zm00001d012335
Zm00001d005208,Zm00001d026662
Zm00001d043922,Zm00001d002330
Zm00001d015381,Zm00001d008882
Zm00001d006195,Zm00001d042359
Zm00001d051458,Zm00001d048028
Zm00001d052365,Zm00001d006574
Zm00001d010175,Zm00001d012285
Zm00001d046632,Zm00001d006726
Zm00001d009562,Zm00001d040082
Zm00001d050247,Zm00001d014253
Zm00001d021701,Zm00001d022244
Zm00001d021263,Zm00001d044489
Zm00001d005100,Zm00001d032980
Zm00001d014132,Zm00001d043081
Zm00001d047355,Zm00001d016802
Zm00001d020939,Zm00001d012396
Zm00001d047356,Zm00001d020929
Zm00001d034730,Zm00001d048689
Zm00001d036494,Zm00001d043942
Zm00001d050664,Zm00001d052009
Zm00001d051700,Zm00001d012401
Zm00001d051216,Zm00001d042281
Zm00001d050195,Zm00001d046574
Zm00001d003884,Zm00001d005816
Zm00001d042609,Zm00001d022569
Zm00001d032265,Zm00001d016052
Zm00001d025281,Zm00001d030086
Zm00001d048046,Zm00001d044478
Zm00001d006165,Zm00001d039099
Zm00001d022461,Zm00001d039524
Zm00001d012688,Zm00001d005281
Zm00001d053707,Zm00001d042108
Zm00001d017575,Zm00001d025369
Zm00001d032265,Zm00001d020251
Zm00001d032923,Zm00001d036396
Zm00001d017409,Zm00001d054032
Zm00001d038907,Zm00001d021893
Zm00001d017900,Zm00001d040681
Zm00001d043696,Zm00001d034602
Zm00001d044825,Zm00001d054012
Zm00001d038191,Zm00001d017551
Zm00001d017409,Zm00001d028391
Zm00001d030518,Zm00001d028262
Zm00001d019216,Zm00001d003245
Zm00001d012527,Zm00001d046005
Zm00001d026240,Zm00001d019145
Zm00001d051749,Zm00001d042260
Zm00001d014286,Zm00001d008763
Zm00001d018941,Zm00001d041491
Zm00001d022442,Zm00001d049343
Zm00001d050664,Zm00001d004784
Zm00001d008602,Zm00001d043855
Zm00001d028372,Zm00001d002390
Zm00001d048046,Zm00001d052851
Zm00001d047339,Zm00001d045823
Zm00001d008612,Zm00001d039258
Zm00001d026252,Zm00001d030832
Zm00001d003645,Zm00001d009628
Zm00001d025896,Zm00001d053568
Zm00001d024701,Zm00001d021298
Zm00001d029963,Zm00001d035662
Zm00001d038320,Zm00001d049889
Zm00001d004512,Zm00001d023373
Zm00001d028139,Zm00001d036536
Zm00001d041142,Zm00001d024338
Zm00001d012749,Zm00001d003896
Zm00001d052738,Zm00001d015091
Zm00001d020941,Zm00001d034425
Zm00001d002364,Zm00001d027899
Zm00001d003414,Zm00001d011477
Zm00001d050664,Zm00001d054004
Zm00001d049000,Zm00001d025710
Zm00001d030518,Zm00001d030666
Zm00001d043205,Zm00001d022069
Zm00001d015243,Zm00001d039660
Zm00001d010280,Zm00001d017558
Zm00001d037334,Zm00001d043221
Zm00001d023955,Zm00001d029604
Zm00001d012916,Zm00001d039860
Zm00001d043915,Zm00001d002145
Zm00001d002618,Zm00001d045460
Zm00001d018941,Zm00001d021263
Zm00001d017788,Zm00001d022384
Zm00001d047309,Zm00001d010271
Zm00001d005100,Zm00001d027340
Zm00001d021263,Zm00001d039933
Zm00001d026271,Zm00001d045064
Zm00001d042287,Zm00001d047612
Zm00001d028999,Zm00001d041748
Zm00001d005100,Zm00001d048049
Zm00001d031064,Zm00001d002396
Zm00001d002762,Zm00001d005698
Zm00001d014286,Zm00001d027665
Zm00001d028304,Zm00001d039624
Zm00001d014405,Zm00001d051174
Zm00001d039245,Zm00001d009084
Zm00001d002079,Zm00001d052482
Zm00001d043696,Zm00001d030627
Zm00001d012916,Zm00001d015446
Zm00001d041853,Zm00001d031109
Zm00001d010201,Zm00001d006603
Zm00001d031487,Zm00001d034616
Zm00001d049443,Zm00001d042813
Zm00001d031182,Zm00001d025526
Zm00001d011985,Zm00001d047937
Zm00001d008251,Zm00001d025891
Zm00001d005208,Zm00001d003272
Zm00001d012749,Zm00001d029875
Zm00001d053151,Zm00001d040034
Zm00001d041866,Zm00001d052661
Zm00001d020683,Zm00001d033194
Zm00001d009103,Zm00001d013909
Zm00001d035512,Zm00001d009016
Zm00001d043062,Zm00001d021205
Zm00001d014286,Zm00001d032270
Zm00001d022628,Zm00001d050470
Zm00001d018081,Zm00001d004919
Zm00001d026271,Zm00001d024672
Zm00001d017350,Zm00001d010402
Zm00001d018421,Zm00001d022569
Zm00001d005244,Zm00001d029118
Zm00001d027846,Zm00001d033652
Zm00001d028269,Zm00001d049619
Zm00001d029963,Zm00001d051439
Zm00001d051879,Zm00001d049930
Zm00001d029963,Zm00001d002451
Zm00001d048082,Zm00001d037737
Zm00001d039006,Zm00001d053427
Zm00001d021057,Zm00001d045302
Zm00001d047519,Zm00001d049409
Zm00001d003836,Zm00001d016834
Zm00001d003884,Zm00001d004009
Zm00001d013895,Zm00001d049822
Zm00001d006195,Zm00001d039256
Zm00001d050394,Zm00001d035457
Zm00001d020595,Zm00001d006360
Zm00001d050664,Zm00001d021338
Zm00001d043076,Zm00001d047403
Zm00001d020384,Zm00001d028439
Zm00001d001945,Zm00001d020064
Zm00001d002762,Zm00001d019207
Zm00001d043025,Zm00001d037025
Zm00001d027846,Zm00001d040639
Zm00001d047081,Zm00001d021976
Zm00001d017350,Zm00001d027548
Zm00001d050247,Zm00001d039944
Zm00001d020267,Zm00001d018017
Zm00001d015990,Zm00001d012966
Zm00001d015614,Zm00001d052981
Zm00001d004512,Zm00001d020283
Zm00001d024701,Zm00001d005624
Zm00001d033291,Zm00001d005641
Zm00001d048412,Zm00001d042137
Zm00001d045398,Zm00001d010976
Zm00001d050664,Zm00001d047128
Zm00001d014690,Zm00001d035763
Zm00001d010617,Zm00001d020614
Zm00001d017480,Zm00001d008850
Zm00001d024376,Zm00001d018117
Zm00001d022628,Zm00001d033364
Zm00001d013357,Zm00001d003866
Zm00001d021268,Zm00001d046656
Zm00001d034751,Zm00001d013914
Zm00001d023669,Zm00001d010726
Zm00001d026240,Zm00001d010066
Zm00001d017986,Zm00001d039306
Zm00001d026447,Zm00001d021418
Zm00001d031725,Zm00001d022037
Zm00001d012823,Zm00001d026701
Zm00001d013258,Zm00001d008427
Zm00001d025664,Zm00001d002618
Zm00001d009939,Zm00001d053138
