TF,Target
Zm00001d033291,Zm00001d043370
Zm00001d046974,Zm00001d002810
Zm00001d045204,Zm00001d031586
Zm00001d038281,Zm00001d036283
Zm00001d038546,Zm00001d051675
Zm00001d011597,Zm00001d041690
Zm00001d038930,Zm00001d017645
Zm00001d043687,Zm00001d002096
Zm00001d041277,Zm00001d040527
Zm00001d051700,Zm00001d020332
Zm00001d020267,Zm00001d026632
Zm00001d022295,Zm00001d041410
Zm00001d024701,Zm00001d028139
Zm00001d025896,Zm00001d052492
Zm00001d043036,Zm00001d021069
Zm00001d025664,Zm00001d038316
Zm00001d028265,Zm00001d020242
Zm00001d037786,Zm00001d019697
Zm00001d038683,Zm00001d014168
Zm00001d012731,Zm00001d049042
Zm00001d051216,Zm00001d032372
Zm00001d048312,Zm00001d019669
Zm00001d049581,Zm00001d005928
Zm00001d042686,Zm00001d042450
Zm00001d015226,Zm00001d039331
Zm00001d031445,Zm00001d053611
Zm00001d034045,Zm00001d012633
Zm00001d038907,Zm00001d020780
Zm00001d013895,Zm00001d011365
Zm00001d015990,Zm00001d048823
Zm00001d041445,Zm00001d017689
Zm00001d015990,Zm00001d013086
Zm00001d020714,Zm00001d032102
Zm00001d003331,Zm00001d046489
Zm00001d027852,Zm00001d018024
Zm00001d020020,Zm00001d032293
Zm00001d006945,Zm00001d002730
Zm00001d050664,Zm00001d031168
Zm00001d030518,Zm00001d043312
Zm00001d005875,Zm00001d012296
Zm00001d024376,Zm00001d032620
Zm00001d026191,Zm00001d022342
Zm00001d012823,Zm00001d033635
Zm00001d031522,Zm00001d053612
Zm00001d041740,Zm00001d041365
Zm00001d006702,Zm00001d030533
Zm00001d008225,Zm00001d012040
Zm00001d031561,Zm00001d046188
Zm00001d024324,Zm00001d028811
Zm00001d031109,Zm00001d008305
Zm00001d015421,Zm00001d010800
Zm00001d043402,Zm00001d003829
Zm00001d002449,Zm00001d049982
Zm00001d034730,Zm00001d023230
Zm00001d022526,Zm00001d039786
Zm00001d029287,Zm00001d025812
Zm00001d021268,Zm00001d047937
Zm00001d024041,Zm00001d025024
Zm00001d042686,Zm00001d025963
Zm00001d013709,Zm00001d018207
Zm00001d043402,Zm00001d054000
Zm00001d048041,Zm00001d043074
Zm00001d046974,Zm00001d046590
Zm00001d018380,Zm00001d005269
Zm00001d026252,Zm00001d008641
Zm00001d034298,Zm00001d012882
Zm00001d005888,Zm00001d023404
Zm00001d040090,Zm00001d044024
Zm00001d014938,Zm00001d025233
Zm00001d001879,Zm00001d025793
Zm00001d042665,Zm00001d015475
Zm00001d045398,Zm00001d044153
Zm00001d018698,Zm00001d018081
Zm00001d042609,Zm00001d032497
Zm00001d006091,Zm00001d025967
Zm00001d038221,Zm00001d046855
Zm00001d017409,Zm00001d010308
Zm00001d050195,Zm00001d044918
Zm00001d033566,Zm00001d024967
Zm00001d020267,Zm00001d031278
Zm00001d011985,Zm00001d029438
Zm00001d010280,Zm00001d051128
Zm00001d036298,Zm00001d052229
Zm00001d006463,Zm00001d035035
Zm00001d015639,Zm00001d016363
Zm00001d027925,Zm00001d017438
Zm00001d017350,Zm00001d028522
Zm00001d018225,Zm00001d002833
Zm00001d014201,Zm00001d014341
Zm00001d032502,Zm00001d037682
Zm00001d020267,Zm00001d048224
Zm00001d006945,Zm00001d018388
Zm00001d015243,Zm00001d035731
Zm00001d041142,Zm00001d034161
Zm00001d015118,Zm00001d013361
Zm00001d001945,Zm00001d008565
Zm00001d050310,Zm00001d022102
Zm00001d045204,Zm00001d026377
Zm00001d026351,Zm00001d002599
Zm00001d017900,Zm00001d051505
Zm00001d028129,Zm00001d015092
Zm00001d015614,Zm00001d021628
Zm00001d044081,Zm00001d020772
Zm00001d049223,Zm00001d027340
Zm00001d049295,Zm00001d021300
Zm00001d026191,Zm00001d031777
Zm00001d001837,Zm00001d051967
Zm00001d044081,Zm00001d032650
Zm00001d043378,Zm00001d027715
Zm00001d006165,Zm00001d042443
Zm00001d054080,Zm00001d006570
Zm00001d011692,Zm00001d036103
Zm00001d043205,Zm00001d039495
Zm00001d029963,Zm00001d052224
Zm00001d014286,Zm00001d033375
Zm00001d016520,Zm00001d045394
Zm00001d030518,Zm00001d038982
Zm00001d032032,Zm00001d036484
Zm00001d053749,Zm00001d015497
Zm00001d017480,Zm00001d051892
Zm00001d049913,Zm00001d021744
Zm00001d008225,Zm00001d009941
Zm00001d018941,Zm00001d033872
Zm00001d039913,Zm00001d039942
Zm00001d017409,Zm00001d048532
Zm00001d018305,Zm00001d051457
Zm00001d047519,Zm00001d043165
Zm00001d020595,Zm00001d028808
Zm00001d011403,Zm00001d015354
Zm00001d012688,Zm00001d050907
Zm00001d043076,Zm00001d004857
Zm00001d013073,Zm00001d043117
Zm00001d047081,Zm00001d037382
Zm00001d051439,Zm00001d034863
Zm00001d012688,Zm00001d032078
Zm00001d034730,Zm00001d011351
Zm00001d042287,Zm00001d005641
Zm00001d015421,Zm00001d019216
Zm00001d021263,Zm00001d009103
Zm00001d050781,Zm00001d016828
Zm00001d005970,Zm00001d018244
Zm00001d051480,Zm00001d028574
Zm00001d033379,Zm00001d010116
Zm00001d041489,Zm00001d035741
Zm00001d029963,Zm00001d001946
Zm00001d048312,Zm00001d003833
Zm00001d003331,Zm00001d025998
Zm00001d024547,Zm00001d044170
Zm00001d010399,Zm00001d028968
Zm00001d009939,Zm00001d006211
Zm00001d005100,Zm00001d013267
Zm00001d048391,Zm00001d036536
Zm00001d013709,Zm00001d036626
Zm00001d036298,Zm00001d021595
Zm00001d013258,Zm00001d048309
Zm00001d002405,Zm00001d053213
Zm00001d002079,Zm00001d029820
Zm00001d053967,Zm00001d045295
Zm00001d008225,Zm00001d011177
Zm00001d015639,Zm00001d039011
Zm00001d024784,Zm00001d025869
Zm00001d010948,Zm00001d002136
Zm00001d038023,Zm00001d015767
Zm00001d034730,Zm00001d010490
Zm00001d006165,Zm00001d023507
Zm00001d034605,Zm00001d045475
Zm00001d010740,Zm00001d018530
Zm00001d053967,Zm00001d034279
Zm00001d051458,Zm00001d045447
Zm00001d006463,Zm00001d030727
Zm00001d053819,Zm00001d048218
Zm00001d013547,Zm00001d012564
Zm00001d014863,Zm00001d011193
Zm00001d035605,Zm00001d053011
Zm00001d032384,Zm00001d039750
Zm00001d038355,Zm00001d044096
Zm00001d049543,Zm00001d028949
Zm00001d036632,Zm00001d043307
Zm00001d022442,Zm00001d030048
Zm00001d052905,Zm00001d043129
Zm00001d032999,Zm00001d025011
Zm00001d030191,Zm00001d045154
Zm00001d042910,Zm00001d027971
Zm00001d025033,Zm00001d031119
Zm00001d043950,Zm00001d011459
Zm00001d023465,Zm00001d048628
Zm00001d014132,Zm00001d040933
Zm00001d051879,Zm00001d034669
Zm00001d052087,Zm00001d043527
Zm00001d052750,Zm00001d019684
Zm00001d048312,Zm00001d019170
Zm00001d020939,Zm00001d045837
Zm00001d018530,Zm00001d010971
Zm00001d008612,Zm00001d039542
Zm00001d001879,Zm00001d029968
Zm00001d026240,Zm00001d038852
Zm00001d032502,Zm00001d019221
Zm00001d010948,Zm00001d021613
Zm00001d018829,Zm00001d016237
Zm00001d041445,Zm00001d008257
Zm00001d038191,Zm00001d037329
Zm00001d031673,Zm00001d038884
Zm00001d027852,Zm00001d052457
Zm00001d008882,Zm00001d031899
Zm00001d042609,Zm00001d039648
Zm00001d034751,Zm00001d038921
Zm00001d049913,Zm00001d006438
Zm00001d033870,Zm00001d046761
Zm00001d050664,Zm00001d016980
Zm00001d036692,Zm00001d005241
Zm00001d009017,Zm00001d014943
Zm00001d026628,Zm00001d013100
Zm00001d043474,Zm00001d015550
Zm00001d014938,Zm00001d022368
Zm00001d012584,Zm00001d003446
Zm00001d044988,Zm00001d045535
Zm00001d042305,Zm00001d025967
Zm00001d016873,Zm00001d039768
Zm00001d043782,Zm00001d028793
Zm00001d010676,Zm00001d010961
Zm00001d021296,Zm00001d003950
Zm00001d048471,Zm00001d025831
Zm00001d043922,Zm00001d039718
Zm00001d045044,Zm00001d014082
Zm00001d015639,Zm00001d003538
Zm00001d050897,Zm00001d052494
Zm00001d035323,Zm00001d016410
Zm00001d053124,Zm00001d015743
Zm00001d005875,Zm00001d003533
Zm00001d020595,Zm00001d029823
Zm00001d019216,Zm00001d053213
Zm00001d033870,Zm00001d006166
Zm00001d021591,Zm00001d007327
Zm00001d006293,Zm00001d044441
Zm00001d012746,Zm00001d037181
Zm00001d048647,Zm00001d028809
Zm00001d048527,Zm00001d049956
Zm00001d051465,Zm00001d008285
Zm00001d008225,Zm00001d051790
Zm00001d043696,Zm00001d019926
Zm00001d041866,Zm00001d052482
Zm00001d002829,Zm00001d011615
Zm00001d036768,Zm00001d018393
Zm00001d043205,Zm00001d008898
Zm00001d024041,Zm00001d026514
Zm00001d043696,Zm00001d011478
Zm00001d022628,Zm00001d011604
Zm00001d015639,Zm00001d002105
Zm00001d027852,Zm00001d015852
Zm00001d051216,Zm00001d003993
Zm00001d052087,Zm00001d039079
Zm00001d052180,Zm00001d006738
Zm00001d002762,Zm00001d030158
Zm00001d043062,Zm00001d044918
Zm00001d017831,Zm00001d043228
Zm00001d015243,Zm00001d051507
Zm00001d048046,Zm00001d021498
Zm00001d010948,Zm00001d013219
Zm00001d050247,Zm00001d020429
Zm00001d028216,Zm00001d002026
Zm00001d040090,Zm00001d028796
Zm00001d026542,Zm00001d017762
Zm00001d049692,Zm00001d040842
Zm00001d030891,Zm00001d017947
Zm00001d031009,Zm00001d029121
Zm00001d043687,Zm00001d017438
Zm00001d012916,Zm00001d042432
Zm00001d031796,Zm00001d021389
Zm00001d015614,Zm00001d007609
Zm00001d007384,Zm00001d004898
Zm00001d050664,Zm00001d045566
Zm00001d051700,Zm00001d054067
Zm00001d033325,Zm00001d042636
Zm00001d012482,Zm00001d005766
Zm00001d031620,Zm00001d037573
Zm00001d006702,Zm00001d038796
Zm00001d045398,Zm00001d024906
Zm00001d032923,Zm00001d031694
Zm00001d051573,Zm00001d002079
Zm00001d018225,Zm00001d001802
Zm00001d050247,Zm00001d043025
Zm00001d003414,Zm00001d005594
Zm00001d052112,Zm00001d008963
Zm00001d043062,Zm00001d036122
Zm00001d040775,Zm00001d018187
Zm00001d024644,Zm00001d045074
Zm00001d020670,Zm00001d005752
Zm00001d047421,Zm00001d002969
Zm00001d020941,Zm00001d010049
Zm00001d005892,Zm00001d011919
Zm00001d047209,Zm00001d032725
Zm00001d038320,Zm00001d002301
Zm00001d015243,Zm00001d049449
Zm00001d036494,Zm00001d052489
Zm00001d005798,Zm00001d006184
Zm00001d002405,Zm00001d006904
Zm00001d037334,Zm00001d045988
Zm00001d054080,Zm00001d027852
Zm00001d053707,Zm00001d022531
Zm00001d012703,Zm00001d003930
Zm00001d026113,Zm00001d052229
Zm00001d030191,Zm00001d042993
Zm00001d007868,Zm00001d010603
Zm00001d015639,Zm00001d012625
Zm00001d018829,Zm00001d044024
Zm00001d011953,Zm00001d016166
Zm00001d015639,Zm00001d048391
Zm00001d050195,Zm00001d009746
Zm00001d005737,Zm00001d007785
Zm00001d016052,Zm00001d046499
Zm00001d041740,Zm00001d025419
Zm00001d010280,Zm00001d025308
Zm00001d017366,Zm00001d021978
Zm00001d048391,Zm00001d042765
Zm00001d048227,Zm00001d043087
Zm00001d043687,Zm00001d029185
Zm00001d046719,Zm00001d046587
Zm00001d046632,Zm00001d013451
Zm00001d020019,Zm00001d010714
Zm00001d009103,Zm00001d017497
Zm00001d017778,Zm00001d011964
Zm00001d012703,Zm00001d031465
Zm00001d031522,Zm00001d036982
Zm00001d050404,Zm00001d038979
Zm00001d029884,Zm00001d007567
Zm00001d012916,Zm00001d037772
Zm00001d028304,Zm00001d038887
Zm00001d024268,Zm00001d045318
Zm00001d024041,Zm00001d006717
Zm00001d031487,Zm00001d040612
Zm00001d007868,Zm00001d013573
Zm00001d030069,Zm00001d040390
Zm00001d039002,Zm00001d030659
Zm00001d010399,Zm00001d005193
Zm00001d003645,Zm00001d008929
Zm00001d053020,Zm00001d014944
Zm00001d038994,Zm00001d018882
Zm00001d024701,Zm00001d021447
Zm00001d029896,Zm00001d025917
Zm00001d051316,Zm00001d019180
Zm00001d043205,Zm00001d037769
Zm00001d031008,Zm00001d030690
Zm00001d047081,Zm00001d044024
Zm00001d039324,Zm00001d012957
Zm00001d053890,Zm00001d022347
Zm00001d037737,Zm00001d013804
Zm00001d050247,Zm00001d040292
Zm00001d017462,Zm00001d011403
Zm00001d002829,Zm00001d031665
Zm00001d008808,Zm00001d044771
Zm00001d017350,Zm00001d034221
Zm00001d039266,Zm00001d006347
Zm00001d039065,Zm00001d031013
Zm00001d031736,Zm00001d051415
Zm00001d050195,Zm00001d030945
Zm00001d020941,Zm00001d039464
Zm00001d020384,Zm00001d053181
Zm00001d047081,Zm00001d034256
Zm00001d024041,Zm00001d048190
Zm00001d038546,Zm00001d032212
Zm00001d042588,Zm00001d046626
Zm00001d010907,Zm00001d036986
Zm00001d019216,Zm00001d009081
Zm00001d034160,Zm00001d032102
Zm00001d003755,Zm00001d042795
Zm00001d049495,Zm00001d028907
Zm00001d043378,Zm00001d033931
Zm00001d048412,Zm00001d023300
Zm00001d027435,Zm00001d031514
Zm00001d021296,Zm00001d016607
Zm00001d012968,Zm00001d038288
Zm00001d051879,Zm00001d008922
Zm00001d052288,Zm00001d024873
Zm00001d028984,Zm00001d036176
Zm00001d017462,Zm00001d028577
Zm00001d049889,Zm00001d040613
Zm00001d013259,Zm00001d027748
Zm00001d050023,Zm00001d034399
Zm00001d008528,Zm00001d039216
Zm00001d031725,Zm00001d006330
Zm00001d031673,Zm00001d042665
Zm00001d005970,Zm00001d014129
Zm00001d009193,Zm00001d002835
Zm00001d047081,Zm00001d048437
Zm00001d043131,Zm00001d002537
Zm00001d025281,Zm00001d047937
Zm00001d011692,Zm00001d052816
Zm00001d031487,Zm00001d028566
Zm00001d020460,Zm00001d041883
Zm00001d042315,Zm00001d036441
Zm00001d011692,Zm00001d009391
Zm00001d001945,Zm00001d005816
Zm00001d048647,Zm00001d023459
Zm00001d020267,Zm00001d034853
Zm00001d042910,Zm00001d012869
Zm00001d034353,Zm00001d021812
Zm00001d003645,Zm00001d037557
Zm00001d030518,Zm00001d018859
Zm00001d009017,Zm00001d013891
Zm00001d018698,Zm00001d035486
Zm00001d031008,Zm00001d012633
Zm00001d038023,Zm00001d040148
Zm00001d026252,Zm00001d041079
Zm00001d034163,Zm00001d009193
Zm00001d008251,Zm00001d007936
Zm00001d006945,Zm00001d026199
Zm00001d025281,Zm00001d044106
Zm00001d043915,Zm00001d003948
Zm00001d031665,Zm00001d040741
Zm00001d016052,Zm00001d022017
Zm00001d013259,Zm00001d002085
Zm00001d021403,Zm00001d014795
Zm00001d008225,Zm00001d028173
Zm00001d043782,Zm00001d046148
Zm00001d015549,Zm00001d041352
Zm00001d012703,Zm00001d029578
Zm00001d028007,Zm00001d026253
Zm00001d016737,Zm00001d028528
Zm00001d052905,Zm00001d013863
Zm00001d025669,Zm00001d031866
Zm00001d002744,Zm00001d041604
Zm00001d031487,Zm00001d038508
Zm00001d035605,Zm00001d045927
Zm00001d048391,Zm00001d036298
Zm00001d025896,Zm00001d048795
Zm00001d016052,Zm00001d013097
Zm00001d019712,Zm00001d012562
Zm00001d003884,Zm00001d020953
Zm00001d009103,Zm00001d022494
Zm00001d032681,Zm00001d042713
Zm00001d038907,Zm00001d017682
Zm00001d012916,Zm00001d012661
Zm00001d039371,Zm00001d016733
Zm00001d016952,Zm00001d046438
Zm00001d012688,Zm00001d027969
Zm00001d028524,Zm00001d038717
Zm00001d038355,Zm00001d031109
Zm00001d034353,Zm00001d018344
Zm00001d042910,Zm00001d038091
Zm00001d033566,Zm00001d024710
Zm00001d017726,Zm00001d044460
Zm00001d003601,Zm00001d011233
Zm00001d030995,Zm00001d025249
Zm00001d039913,Zm00001d008241
Zm00001d005016,Zm00001d053177
Zm00001d037941,Zm00001d018718
Zm00001d008968,Zm00001d032838
Zm00001d030069,Zm00001d012611
Zm00001d010280,Zm00001d044621
Zm00001d029896,Zm00001d008305
Zm00001d023565,Zm00001d033459
Zm00001d051267,Zm00001d012292
Zm00001d001945,Zm00001d006825
Zm00001d035323,Zm00001d038328
Zm00001d036494,Zm00001d009579
Zm00001d018158,Zm00001d042887
Zm00001d050394,Zm00001d052252
Zm00001d015201,Zm00001d053195
Zm00001d007311,Zm00001d017869
Zm00001d005100,Zm00001d015265
Zm00001d052288,Zm00001d017790
Zm00001d014286,Zm00001d030026
Zm00001d044259,Zm00001d043520
Zm00001d025953,Zm00001d014565
Zm00001d019207,Zm00001d046314
Zm00001d044330,Zm00001d021350
Zm00001d020939,Zm00001d006373
Zm00001d038843,Zm00001d043798
Zm00001d043378,Zm00001d010534
Zm00001d034605,Zm00001d021826
Zm00001d043696,Zm00001d019481
Zm00001d030891,Zm00001d038574
Zm00001d049364,Zm00001d009583
Zm00001d054080,Zm00001d011588
Zm00001d009939,Zm00001d053236
Zm00001d048227,Zm00001d044950
Zm00001d020939,Zm00001d009657
Zm00001d042560,Zm00001d020773
Zm00001d021263,Zm00001d023387
Zm00001d042933,Zm00001d036402
Zm00001d002079,Zm00001d011938
Zm00001d033870,Zm00001d005498
Zm00001d002429,Zm00001d026245
Zm00001d042910,Zm00001d018207
Zm00001d021057,Zm00001d002006
Zm00001d019166,Zm00001d026633
Zm00001d033267,Zm00001d033883
Zm00001d033291,Zm00001d038208
Zm00001d052288,Zm00001d028921
Zm00001d030518,Zm00001d043301
Zm00001d003176,Zm00001d004052
Zm00001d037941,Zm00001d004927
Zm00001d007768,Zm00001d002490
Zm00001d038546,Zm00001d039144
Zm00001d005970,Zm00001d033805
Zm00001d011669,Zm00001d027973
Zm00001d047976,Zm00001d039218
Zm00001d007868,Zm00001d012016
Zm00001d052125,Zm00001d044752
Zm00001d046947,Zm00001d037484
Zm00001d045600,Zm00001d015956
Zm00001d042588,Zm00001d005699
Zm00001d011527,Zm00001d004698
Zm00001d007962,Zm00001d031186
Zm00001d051465,Zm00001d030032
Zm00001d028524,Zm00001d039383
Zm00001d023465,Zm00001d042091
Zm00001d033378,Zm00001d038195
Zm00001d030891,Zm00001d013615
Zm00001d052905,Zm00001d037601
Zm00001d025669,Zm00001d010159
Zm00001d003601,Zm00001d031534
Zm00001d042618,Zm00001d050823
Zm00001d051216,Zm00001d043806
Zm00001d017726,Zm00001d009506
Zm00001d052229,Zm00001d037009
Zm00001d039467,Zm00001d009674
Zm00001d038320,Zm00001d006211
Zm00001d033898,Zm00001d048309
Zm00001d011985,Zm00001d043043
Zm00001d032999,Zm00001d050227
Zm00001d042717,Zm00001d016884
Zm00001d031522,Zm00001d022176
Zm00001d048046,Zm00001d028339
Zm00001d043696,Zm00001d040274
Zm00001d020267,Zm00001d020358
Zm00001d034605,Zm00001d047868
Zm00001d008225,Zm00001d007133
Zm00001d021947,Zm00001d016506
Zm00001d023565,Zm00001d044291
Zm00001d038801,Zm00001d048561
Zm00001d045026,Zm00001d021567
Zm00001d019216,Zm00001d030530
Zm00001d050781,Zm00001d046039
Zm00001d015759,Zm00001d022553
Zm00001d013547,Zm00001d033297
Zm00001d010740,Zm00001d003840
Zm00001d031009,Zm00001d016737
Zm00001d022295,Zm00001d048438
Zm00001d002801,Zm00001d041578
Zm00001d036768,Zm00001d035495
Zm00001d042315,Zm00001d033469
Zm00001d054080,Zm00001d011143
Zm00001d015639,Zm00001d042054
Zm00001d050664,Zm00001d013442
Zm00001d014377,Zm00001d025867
Zm00001d029875,Zm00001d023833
Zm00001d015639,Zm00001d010481
Zm00001d038585,Zm00001d029783
Zm00001d017831,Zm00001d022045
Zm00001d049443,Zm00001d002137
Zm00001d043062,Zm00001d009106
Zm00001d025953,Zm00001d020267
Zm00001d043025,Zm00001d034944
Zm00001d050664,Zm00001d049190
Zm00001d041142,Zm00001d036110
Zm00001d008251,Zm00001d052424
Zm00001d010676,Zm00001d037724
Zm00001d026096,Zm00001d047340
Zm00001d018158,Zm00001d002592
Zm00001d046719,Zm00001d026492
Zm00001d043474,Zm00001d035462
Zm00001d015743,Zm00001d010426
Zm00001d024376,Zm00001d048224
Zm00001d019207,Zm00001d046352
Zm00001d050664,Zm00001d014954
Zm00001d031009,Zm00001d012685
Zm00001d012508,Zm00001d002437
Zm00001d051981,Zm00001d034494
Zm00001d015118,Zm00001d021338
Zm00001d004857,Zm00001d025431
Zm00001d014405,Zm00001d009686
Zm00001d051216,Zm00001d012332
Zm00001d022542,Zm00001d015844
Zm00001d039272,Zm00001d017482
Zm00001d050195,Zm00001d016767
Zm00001d029934,Zm00001d051005
Zm00001d028984,Zm00001d039658
Zm00001d006022,Zm00001d030915
Zm00001d018930,Zm00001d025034
Zm00001d019712,Zm00001d052640
Zm00001d036494,Zm00001d017555
Zm00001d033246,Zm00001d028796
Zm00001d002762,Zm00001d051267
Zm00001d005798,Zm00001d002523
Zm00001d050664,Zm00001d041926
Zm00001d048041,Zm00001d006861
Zm00001d032265,Zm00001d043025
Zm00001d008817,Zm00001d042499
Zm00001d023659,Zm00001d006148
Zm00001d022266,Zm00001d042474
Zm00001d004512,Zm00001d016890
Zm00001d043696,Zm00001d021350
Zm00001d040554,Zm00001d021949
Zm00001d016520,Zm00001d018041
Zm00001d032681,Zm00001d012969
Zm00001d026351,Zm00001d037337
Zm00001d018081,Zm00001d014525
Zm00001d020804,Zm00001d004048
Zm00001d045375,Zm00001d035156
Zm00001d017575,Zm00001d032264
Zm00001d051749,Zm00001d014271
Zm00001d002731,Zm00001d047672
Zm00001d020267,Zm00001d027353
Zm00001d050664,Zm00001d006024
Zm00001d043706,Zm00001d005752
Zm00001d047309,Zm00001d002956
Zm00001d020826,Zm00001d028867
Zm00001d040527,Zm00001d042747
Zm00001d031759,Zm00001d042361
Zm00001d009562,Zm00001d049125
Zm00001d025964,Zm00001d031209
Zm00001d011403,Zm00001d008911
Zm00001d030028,Zm00001d017837
Zm00001d011527,Zm00001d045092
Zm00001d012731,Zm00001d042263
Zm00001d029875,Zm00001d012247
Zm00001d018530,Zm00001d051824
Zm00001d017462,Zm00001d034781
Zm00001d018530,Zm00001d018337
Zm00001d033898,Zm00001d018157
Zm00001d017742,Zm00001d014583
Zm00001d007868,Zm00001d039050
Zm00001d003601,Zm00001d013059
Zm00001d020267,Zm00001d049502
Zm00001d034605,Zm00001d006904
Zm00001d042305,Zm00001d011985
Zm00001d043687,Zm00001d033396
Zm00001d004086,Zm00001d050190
Zm00001d053749,Zm00001d017491
Zm00001d052738,Zm00001d047750
Zm00001d010280,Zm00001d002069
Zm00001d018530,Zm00001d039115
Zm00001d031109,Zm00001d027524
Zm00001d042305,Zm00001d009943
Zm00001d020881,Zm00001d025667
Zm00001d041866,Zm00001d015354
Zm00001d052905,Zm00001d016606
Zm00001d052087,Zm00001d022324
Zm00001d017462,Zm00001d037095
Zm00001d050310,Zm00001d020926
Zm00001d038023,Zm00001d017821
Zm00001d017831,Zm00001d013453
Zm00001d018698,Zm00001d018181
Zm00001d010280,Zm00001d020267
Zm00001d026088,Zm00001d008456
Zm00001d029884,Zm00001d047672
Zm00001d053967,Zm00001d002184
Zm00001d011985,Zm00001d033459
Zm00001d017391,Zm00001d037114
Zm00001d041920,Zm00001d007764
Zm00001d011985,Zm00001d002069
Zm00001d012260,Zm00001d032220
Zm00001d039245,Zm00001d036918
Zm00001d050404,Zm00001d008716
Zm00001d013625,Zm00001d007065
Zm00001d027395,Zm00001d013546
Zm00001d024784,Zm00001d038048
Zm00001d012427,Zm00001d011752
Zm00001d038585,Zm00001d037095
Zm00001d039324,Zm00001d028665
Zm00001d002079,Zm00001d011398
Zm00001d022525,Zm00001d037009
Zm00001d027757,Zm00001d040220
Zm00001d003412,Zm00001d031808
Zm00001d002829,Zm00001d028840
Zm00001d013357,Zm00001d025375
Zm00001d010280,Zm00001d025967
Zm00001d042267,Zm00001d051854
Zm00001d002744,Zm00001d033706
Zm00001d014690,Zm00001d027524
Zm00001d036494,Zm00001d050335
Zm00001d043915,Zm00001d026548
Zm00001d033404,Zm00001d027335
Zm00001d034503,Zm00001d033105
Zm00001d038023,Zm00001d028586
Zm00001d024784,Zm00001d024037
Zm00001d017391,Zm00001d026160
Zm00001d020384,Zm00001d038392
Zm00001d018656,Zm00001d022596
Zm00001d032316,Zm00001d048561
Zm00001d053151,Zm00001d048138
Zm00001d050664,Zm00001d033870
Zm00001d039913,Zm00001d023387
Zm00001d009103,Zm00001d025514
Zm00001d048471,Zm00001d013263
Zm00001d028007,Zm00001d024762
Zm00001d053162,Zm00001d032560
Zm00001d049889,Zm00001d025229
Zm00001d012067,Zm00001d026668
Zm00001d050195,Zm00001d009747
Zm00001d032681,Zm00001d008777
Zm00001d031451,Zm00001d015064
Zm00001d007868,Zm00001d039179
Zm00001d052905,Zm00001d040320
Zm00001d032923,Zm00001d047045
Zm00001d016255,Zm00001d003554
Zm00001d042717,Zm00001d049768
Zm00001d030028,Zm00001d031833
Zm00001d025727,Zm00001d015956
Zm00001d048082,Zm00001d053706
Zm00001d034353,Zm00001d036933
Zm00001d031009,Zm00001d036328
Zm00001d043908,Zm00001d051214
Zm00001d012296,Zm00001d017612
Zm00001d038907,Zm00001d017675
Zm00001d021296,Zm00001d043905
Zm00001d041489,Zm00001d017790
Zm00001d031445,Zm00001d024305
Zm00001d032316,Zm00001d025572
Zm00001d034605,Zm00001d015973
Zm00001d053749,Zm00001d050955
Zm00001d030727,Zm00001d020417
Zm00001d029963,Zm00001d006360
Zm00001d053060,Zm00001d028423
Zm00001d017778,Zm00001d051496
Zm00001d052229,Zm00001d040936
Zm00001d034277,Zm00001d021299
Zm00001d028269,Zm00001d006760
Zm00001d020136,Zm00001d041826
Zm00001d038546,Zm00001d024544
Zm00001d052905,Zm00001d006287
Zm00001d029934,Zm00001d035662
Zm00001d030028,Zm00001d052066
Zm00001d031487,Zm00001d030666
Zm00001d052288,Zm00001d040775
Zm00001d046632,Zm00001d012530
Zm00001d042665,Zm00001d051511
Zm00001d047355,Zm00001d048154
Zm00001d001837,Zm00001d041504
Zm00001d024041,Zm00001d051017
Zm00001d047579,Zm00001d031222
Zm00001d040455,Zm00001d046073
Zm00001d032265,Zm00001d042063
Zm00001d006945,Zm00001d047937
Zm00001d031008,Zm00001d037873
Zm00001d024041,Zm00001d017808
Zm00001d048046,Zm00001d014862
Zm00001d045044,Zm00001d043193
Zm00001d005208,Zm00001d004972
Zm00001d021268,Zm00001d009908
Zm00001d034160,Zm00001d052738
Zm00001d050948,Zm00001d027353
Zm00001d042721,Zm00001d006096
Zm00001d005970,Zm00001d022327
Zm00001d050664,Zm00001d015566
Zm00001d005888,Zm00001d039472
Zm00001d028217,Zm00001d006351
Zm00001d025944,Zm00001d005939
Zm00001d041445,Zm00001d053857
Zm00001d020267,Zm00001d022043
Zm00001d018930,Zm00001d043552
Zm00001d047309,Zm00001d052439
Zm00001d016052,Zm00001d007199
Zm00001d033566,Zm00001d047930
Zm00001d015226,Zm00001d045370
Zm00001d038664,Zm00001d033051
Zm00001d018742,Zm00001d018883
Zm00001d003836,Zm00001d027869
Zm00001d021236,Zm00001d013397
Zm00001d017575,Zm00001d012766
Zm00001d020267,Zm00001d002969
Zm00001d017480,Zm00001d024883
Zm00001d052167,Zm00001d053859
Zm00001d033898,Zm00001d042049
Zm00001d010060,Zm00001d051439
Zm00001d010232,Zm00001d002283
Zm00001d020492,Zm00001d008656
Zm00001d046974,Zm00001d037604
Zm00001d015639,Zm00001d039444
Zm00001d040500,Zm00001d039745
Zm00001d036494,Zm00001d012857
Zm00001d024547,Zm00001d022134
Zm00001d015421,Zm00001d044291
Zm00001d029020,Zm00001d052110
Zm00001d007868,Zm00001d014949
Zm00001d038584,Zm00001d008715
