,V1,V2,
10739,Zm00001d029598,1,0
10740,Zm00001d013061,1,0
10741,Zm00001d022308,1,0
10742,Zm00001d044112,7,0
10743,Zm00001d050943,6,0
10744,Zm00001d051247,4,0
10745,Zm00001d010914,6,0
10746,Zm00001d006179,4,0
10747,Zm00001d050696,1,0
10748,Zm00001d044187,2,0
10749,Zm00001d022305,6,0
10750,Zm00001d016521,1,0
10751,Zm00001d044492,2,0
10752,Zm00001d030613,4,0
10753,Zm00001d011353,8,0
10754,Zm00001d023738,4,0
10755,Zm00001d003067,1,0
10756,Zm00001d039127,1,0
10757,Zm00001d044193,4,0
10758,Zm00001d036218,2,0
10759,Zm00001d050800,1,0
10760,Zm00001d039936,7,0
10761,Zm00001d002893,4,0
10762,Zm00001d028464,1,0
10763,Zm00001d010944,1,0
10764,Zm00001d016855,1,0
10765,Zm00001d008196,6,0
10766,Zm00001d031581,1,0
10767,Zm00001d034356,3,0
10768,Zm00001d035556,3,0
10769,Zm00001d026296,1,0
10770,Zm00001d033335,6,1
10771,Zm00001d017181,2,0
10772,Zm00001d032873,3,0
10773,Zm00001d005727,3,0
10774,Zm00001d026577,6,0
10775,Zm00001d016155,1,0
10776,Zm00001d006389,4,0
10777,Zm00001d048285,1,0
10778,Zm00001d022302,7,0
10779,Zm00001d022428,6,0
10780,Zm00001d049023,2,0
10781,Zm00001d021608,2,0
10782,Zm00001d036981,1,0
10783,Zm00001d010589,1,0
10784,Zm00001d025788,3,0
10785,Zm00001d008855,2,0
10786,Zm00001d043574,5,0
10787,Zm00001d050146,8,0
10788,Zm00001d049125,1,0
10789,Zm00001d051503,3,0
10790,Zm00001d013890,1,0
10791,Zm00001d023914,1,0
10792,Zm00001d035163,5,0
10793,Zm00001d038977,3,0
10794,Zm00001d024466,1,0
10795,Zm00001d054032,5,0
10796,Zm00001d016129,1,0
10797,Zm00001d006578,1,1
10798,Zm00001d016331,1,0
10799,Zm00001d028311,4,0
10800,Zm00001d012867,1,0
10801,Zm00001d031850,8,0
10802,Zm00001d020409,7,1
10803,Zm00001d053208,4,1
10804,Zm00001d007631,6,0
10805,Zm00001d007254,6,0
10806,Zm00001d009756,1,0
10807,Zm00001d005996,8,0
10808,Zm00001d016640,2,0
10809,Zm00001d025604,1,0
10810,Zm00001d001877,1,0
10811,Zm00001d017783,4,0
10812,Zm00001d031267,3,0
10813,Zm00001d020442,1,0
10814,Zm00001d002688,1,0
10815,Zm00001d008749,7,0
10816,Zm00001d014791,3,0
10817,Zm00001d045118,3,0
10818,Zm00001d043346,3,0
10819,Zm00001d038926,7,0
10820,Zm00001d024499,3,0
10821,Zm00001d041291,3,0
10822,Zm00001d019744,5,1
10823,Zm00001d042480,6,0
10824,Zm00001d029818,1,0
10825,Zm00001d021674,6,0
10826,Zm00001d033296,4,0
10827,Zm00001d033322,5,0
10828,Zm00001d004200,8,0
10829,Zm00001d025409,5,1
10830,Zm00001d022459,5,0
10831,Zm00001d003710,1,0
10832,Zm00001d049269,1,0
10833,Zm00001d009591,3,0
10834,Zm00001d014036,6,0
10835,Zm00001d036718,3,0
10836,Zm00001d027651,1,0
10837,Zm00001d005964,6,1
10838,Zm00001d032297,4,0
10839,Zm00001d049784,5,0
10840,Zm00001d041852,5,0
10841,Zm00001d028662,4,0
10842,Zm00001d049256,8,0
10843,Zm00001d039522,1,0
10844,Zm00001d025103,6,0
10845,Zm00001d045458,3,0
10846,Zm00001d038729,4,0
10847,Zm00001d014772,1,0
10848,Zm00001d024414,2,0
10849,Zm00001d013506,1,0
10850,Zm00001d008308,5,1
10851,Zm00001d022438,1,0
10852,Zm00001d048415,1,0
10853,Zm00001d003363,5,0
10854,Zm00001d008762,3,0
10855,Zm00001d042729,2,0
10856,Zm00001d024066,1,0
10857,Zm00001d019565,8,0
10858,Zm00001d052622,1,0
10859,Zm00001d024305,1,0
10860,Zm00001d014606,5,0
10861,Zm00001d045793,8,0
10862,Zm00001d017474,7,0
10863,Zm00001d038963,3,0
10864,Zm00001d034689,6,0
10865,Zm00001d053251,1,0
10866,Zm00001d009975,5,0
10867,Zm00001d045085,6,0
10868,Zm00001d033344,6,0
10869,Zm00001d043401,1,0
10870,Zm00001d017195,5,0
10871,Zm00001d012408,4,0
10872,Zm00001d006623,6,0
10873,Zm00001d040320,1,0
10874,Zm00001d051656,7,0
10875,Zm00001d013238,6,0
10876,Zm00001d046705,2,0
10877,Zm00001d046643,8,0
10878,Zm00001d021324,5,0
10879,Zm00001d026701,1,0
10880,Zm00001d010784,8,0
10881,Zm00001d008427,2,0
10882,Zm00001d009870,1,0
10883,Zm00001d027839,6,0
10884,Zm00001d015340,2,0
10885,Zm00001d040047,6,0
10886,Zm00001d051568,6,1
10887,Zm00001d040864,1,0
10888,Zm00001d049579,2,0
10889,Zm00001d006565,4,1
10890,Zm00001d052801,1,0
10891,Zm00001d023710,6,0
10892,Zm00001d017820,6,0
10893,Zm00001d013552,6,0
10894,Zm00001d029586,5,1
10895,Zm00001d031975,1,0
10896,Zm00001d017659,8,0
10897,Zm00001d021056,8,0
10898,Zm00001d030742,4,0
10899,Zm00001d017959,4,0
10900,Zm00001d024210,5,0
10901,Zm00001d026479,2,0
10902,Zm00001d039942,7,0
10903,Zm00001d047986,1,0
10904,Zm00001d006232,6,0
10905,Zm00001d004921,5,0
10906,Zm00001d021764,1,0
10907,Zm00001d032683,6,1
10908,Zm00001d009950,7,0
10909,Zm00001d002357,1,0
10910,Zm00001d051343,6,0
10911,Zm00001d047500,1,0
10912,Zm00001d031081,1,0
10913,Zm00001d008898,6,0
10914,Zm00001d016766,4,0
10915,Zm00001d015101,4,0
10916,Zm00001d024757,8,0
10917,Zm00001d053927,1,0
10918,Zm00001d044194,2,1
10919,Zm00001d052223,6,0
10920,Zm00001d039693,1,0
10921,Zm00001d029590,7,0
10922,Zm00001d049383,1,0
10923,Zm00001d034512,3,0
10924,Zm00001d005940,3,0
10925,Zm00001d033386,4,0
10926,Zm00001d020023,4,0
10927,Zm00001d029441,8,0
10928,Zm00001d026603,8,0
10929,Zm00001d044452,6,0
10930,Zm00001d049764,6,0
10931,Zm00001d019259,3,0
10932,Zm00001d021488,1,0
10933,Zm00001d051005,3,0
10934,Zm00001d040275,7,0
10935,Zm00001d034588,6,0
10936,Zm00001d029764,6,0
10937,Zm00001d019235,2,0
10938,Zm00001d041111,5,0
10939,Zm00001d027265,1,0
10940,Zm00001d049954,8,0
10941,Zm00001d032055,7,0
10942,Zm00001d053676,1,0
10943,Zm00001d053215,7,0
10944,Zm00001d029552,1,0
10945,Zm00001d037413,6,0
10946,Zm00001d018964,7,0
10947,Zm00001d015140,7,0
10948,Zm00001d021318,4,0
10949,Zm00001d042476,7,0
10950,Zm00001d011712,8,1
10951,Zm00001d039504,2,0
10952,Zm00001d021853,2,0
10953,Zm00001d019475,5,1
10954,Zm00001d014533,8,0
10955,Zm00001d030123,1,0
10956,Zm00001d031071,6,0
10957,Zm00001d004784,1,0
10958,Zm00001d023857,2,0
10959,Zm00001d033423,6,0
10960,Zm00001d010744,1,0
10961,Zm00001d024927,4,0
10962,Zm00001d049804,3,0
10963,Zm00001d043221,5,0
10964,Zm00001d045589,3,1
10965,Zm00001d011099,1,0
10966,Zm00001d013507,8,0
10967,Zm00001d022400,1,0
10968,Zm00001d038537,5,0
10969,Zm00001d016972,3,0
10970,Zm00001d031546,3,0
10971,Zm00001d005653,5,0
10972,Zm00001d046587,1,0
10973,Zm00001d047880,1,0
10974,Zm00001d043109,1,0
10975,Zm00001d022575,6,0
10976,Zm00001d011455,7,0
10977,Zm00001d011720,5,0
10978,Zm00001d041535,7,0
10979,Zm00001d049606,6,0
10980,Zm00001d010211,6,0
10981,Zm00001d048723,3,0
10982,Zm00001d051365,3,0
10983,Zm00001d048360,4,0
10984,Zm00001d038228,6,0
10985,Zm00001d017507,2,1
10986,Zm00001d034850,1,0
10987,Zm00001d043550,8,0
10988,Zm00001d052295,1,0
10989,Zm00001d020064,4,0
10990,Zm00001d040596,6,0
10991,Zm00001d039590,6,0
10992,Zm00001d002944,4,0
10993,Zm00001d031514,8,0
10994,Zm00001d036251,5,1
10995,Zm00001d006034,3,0
10996,Zm00001d033941,6,1
10997,Zm00001d043913,3,0
10998,Zm00001d021139,7,0
10999,Zm00001d007331,6,0
11000,Zm00001d034823,1,0
11001,Zm00001d045600,1,1
11002,Zm00001d036788,1,0
11003,Zm00001d010060,4,1
11004,Zm00001d027740,2,0
11005,Zm00001d030250,8,0
11006,Zm00001d013915,3,0
11007,Zm00001d037316,6,0
11008,Zm00001d046660,4,0
11009,Zm00001d014099,5,0
11010,Zm00001d032653,3,0
11011,Zm00001d037298,5,0
11012,Zm00001d049231,6,0
11013,Zm00001d015985,1,0
11014,Zm00001d007513,2,0
11015,Zm00001d016665,4,0
11016,Zm00001d036624,1,0
11017,Zm00001d043651,5,0
11018,Zm00001d010811,1,0
11019,Zm00001d006613,4,0
11020,Zm00001d020725,4,0
11021,Zm00001d014995,1,1
11022,Zm00001d052385,7,1
11023,Zm00001d050258,6,0
11024,Zm00001d005834,4,0
11025,Zm00001d015228,5,0
11026,Zm00001d025801,8,0
11027,Zm00001d051135,8,0
11028,Zm00001d034059,1,0
11029,Zm00001d034627,3,1
11030,Zm00001d028823,4,0
11031,Zm00001d014191,4,0
11032,Zm00001d053566,3,1
11033,Zm00001d044836,7,1
11034,Zm00001d018630,7,0
11035,Zm00001d009288,1,0
11036,Zm00001d053852,2,0
11037,Zm00001d013527,3,0
11038,Zm00001d048683,3,0
11039,Zm00001d010248,3,0
11040,Zm00001d031729,6,0
11041,Zm00001d048501,1,0
11042,Zm00001d021122,3,0
11043,Zm00001d013375,4,0
11044,Zm00001d028531,1,0
11045,Zm00001d016401,5,0
11046,Zm00001d008635,3,0
11047,Zm00001d019452,6,0
11048,Zm00001d050133,1,0
11049,Zm00001d045425,6,0
11050,Zm00001d043656,6,0
11051,Zm00001d032609,5,0
11052,Zm00001d018478,5,0
11053,Zm00001d010803,6,0
11054,Zm00001d021658,2,0
11055,Zm00001d026308,3,0
11056,Zm00001d016760,5,0
11057,Zm00001d002274,1,0
11058,Zm00001d051125,5,0
11059,Zm00001d053563,7,0
11060,Zm00001d029626,1,0
11061,Zm00001d048026,4,0
11062,Zm00001d014729,6,0
11063,Zm00001d040667,3,0
11064,Zm00001d036755,3,0
11065,Zm00001d035741,4,0
11066,Zm00001d053042,7,0
11067,Zm00001d035802,4,0
11068,Zm00001d009701,3,0
11069,Zm00001d024333,8,0
11070,Zm00001d031488,1,0
11071,Zm00001d017704,1,0
11072,Zm00001d002812,8,0
11073,Zm00001d002161,3,0
11074,Zm00001d028556,5,0
11075,Zm00001d040263,7,0
11076,Zm00001d030910,6,0
11077,Zm00001d017699,5,0
11078,Zm00001d048862,4,0
11079,Zm00001d053624,3,0
11080,Zm00001d050848,4,0
11081,Zm00001d022628,4,1
11082,Zm00001d039914,7,0
11083,Zm00001d039682,6,0
11084,Zm00001d050190,3,0
11085,Zm00001d033853,4,0
11086,Zm00001d023693,8,0
11087,Zm00001d026413,8,0
11088,Zm00001d022613,6,1
11089,Zm00001d051139,2,0
11090,Zm00001d038955,4,0
11091,Zm00001d022351,3,0
11092,Zm00001d032650,7,0
11093,Zm00001d011684,1,0
11094,Zm00001d017403,3,0
11095,Zm00001d003545,3,0
11096,Zm00001d019542,8,0
11097,Zm00001d050715,1,0
11098,Zm00001d010564,6,0
11099,Zm00001d020417,7,0
11100,Zm00001d049387,8,0
11101,Zm00001d004993,4,0
11102,Zm00001d004463,1,0
11103,Zm00001d028432,8,1
11104,Zm00001d046434,1,0
11105,Zm00001d037735,8,0
11106,Zm00001d025319,6,0
11107,Zm00001d017326,5,0
11108,Zm00001d001869,8,0
11109,Zm00001d037492,5,0
11110,Zm00001d011691,1,0
11111,Zm00001d034634,6,0
11112,Zm00001d052044,1,0
11113,Zm00001d021762,1,0
11114,Zm00001d025206,3,0
11115,Zm00001d009418,5,0
11116,Zm00001d015649,6,0
11117,Zm00001d015464,1,0
11118,Zm00001d022595,1,0
11119,Zm00001d013139,1,0
11120,Zm00001d046583,1,0
11121,Zm00001d011642,6,0
11122,Zm00001d043609,3,0
11123,Zm00001d010840,7,0
11124,Zm00001d006739,7,1
11125,Zm00001d022017,3,0
11126,Zm00001d045379,5,0
11127,Zm00001d013063,2,0
11128,Zm00001d011023,5,0
11129,Zm00001d027768,1,0
11130,Zm00001d011187,6,1
11131,Zm00001d049510,6,0
11132,Zm00001d001953,1,1
11133,Zm00001d010235,1,0
11134,Zm00001d016410,7,0
11135,Zm00001d047964,3,0
11136,Zm00001d036513,4,0
11137,Zm00001d006903,4,0
11138,Zm00001d047847,2,0
11139,Zm00001d015339,5,0
11140,Zm00001d008803,6,0
11141,Zm00001d003182,3,0
11142,Zm00001d029566,6,0
11143,Zm00001d026235,1,0
11144,Zm00001d042881,2,0
11145,Zm00001d053895,5,1
11146,Zm00001d014243,5,0
11147,Zm00001d002301,3,0
11148,Zm00001d025517,6,0
11149,Zm00001d027731,1,0
11150,Zm00001d007083,3,0
11151,Zm00001d052901,4,0
11152,Zm00001d042620,7,0
11153,Zm00001d021225,4,0
11154,Zm00001d014626,1,0
11155,Zm00001d035689,7,0
11156,Zm00001d010018,6,0
11157,Zm00001d007183,1,0
11158,Zm00001d038648,1,0
11159,Zm00001d029349,5,0
11160,Zm00001d012851,6,0
11161,Zm00001d022531,3,0
11162,Zm00001d018638,6,0
11163,Zm00001d011955,4,0
11164,Zm00001d040691,7,0
11165,Zm00001d016557,3,0
11166,Zm00001d013606,2,0
11167,Zm00001d018560,1,0
11168,Zm00001d052585,4,0
11169,Zm00001d005437,6,0
11170,Zm00001d005687,4,0
11171,Zm00001d013531,1,0
11172,Zm00001d038029,7,0
11173,Zm00001d003226,1,0
11174,Zm00001d041856,3,0
11175,Zm00001d003784,5,0
11176,Zm00001d034020,8,0
11177,Zm00001d030132,6,0
11178,Zm00001d044740,2,0
11179,Zm00001d025128,1,0
11180,Zm00001d018961,6,0
11181,Zm00001d004917,6,0
11182,Zm00001d028922,3,0
11183,Zm00001d031665,8,1
11184,Zm00001d047722,3,0
11185,Zm00001d020054,4,0
11186,Zm00001d009786,2,0
11187,Zm00001d044630,1,0
11188,Zm00001d037642,2,0
11189,Zm00001d009221,1,0
11190,Zm00001d020505,4,0
11191,Zm00001d027439,5,0
11192,Zm00001d031638,6,0
11193,Zm00001d036201,8,0
11194,Zm00001d032433,5,0
11195,Zm00001d040798,6,0
11196,Zm00001d003889,3,0
11197,Zm00001d008468,5,0
11198,Zm00001d018303,1,0
11199,Zm00001d012931,6,0
11200,Zm00001d044201,1,0
11201,Zm00001d035136,6,0
11202,Zm00001d028203,1,0
11203,Zm00001d033092,6,0
11204,Zm00001d038538,6,0
11205,Zm00001d039672,7,0
11206,Zm00001d007130,7,0
11207,Zm00001d034773,1,0
11208,Zm00001d002012,6,0
11209,Zm00001d040760,1,0
11210,Zm00001d045031,7,0
11211,Zm00001d046488,6,0
11212,Zm00001d042503,8,0
11213,Zm00001d029829,5,0
11214,Zm00001d037677,6,0
11215,Zm00001d042676,6,0
11216,Zm00001d019980,8,0
11217,Zm00001d043813,6,0
11218,Zm00001d011396,5,0
11219,Zm00001d024749,5,0
11220,Zm00001d053415,5,0
11221,Zm00001d040823,5,0
11222,Zm00001d028675,8,0
11223,Zm00001d012233,1,0
11224,Zm00001d024813,1,0
11225,Zm00001d045199,1,0
11226,Zm00001d006166,4,0
11227,Zm00001d016604,4,1
11228,Zm00001d031437,6,0
11229,Zm00001d014555,3,0
11230,Zm00001d037497,1,0
11231,Zm00001d016031,6,0
11232,Zm00001d006031,3,0
11233,Zm00001d016873,5,1
11234,Zm00001d041395,1,1
11235,Zm00001d016013,5,0
11236,Zm00001d043443,6,0
11237,Zm00001d043096,5,0
11238,Zm00001d018050,6,1
11239,Zm00001d013610,5,0
11240,Zm00001d002878,1,0
11241,Zm00001d009108,1,0
11242,Zm00001d010189,6,0
11243,Zm00001d032600,8,0
11244,Zm00001d001937,8,0
11245,Zm00001d004020,6,0
11246,Zm00001d045838,5,0
11247,Zm00001d034096,5,0
11248,Zm00001d021727,5,0
11249,Zm00001d034116,2,0
11250,Zm00001d013512,1,0
11251,Zm00001d043129,1,0
11252,Zm00001d035600,1,0
11253,Zm00001d034143,4,0
11254,Zm00001d009904,1,0
11255,Zm00001d039454,6,0
11256,Zm00001d017308,1,0
11257,Zm00001d053894,1,0
11258,Zm00001d013217,1,0
11259,Zm00001d024432,3,0
11260,Zm00001d040246,3,0
11261,Zm00001d001979,1,0
11262,Zm00001d044304,1,0
11263,Zm00001d037092,4,0
11264,Zm00001d047743,5,0
11265,Zm00001d052392,6,0
11266,Zm00001d006388,1,0
11267,Zm00001d034085,4,0
11268,Zm00001d008779,8,0
11269,Zm00001d045679,7,0
11270,Zm00001d009638,1,0
11271,Zm00001d008278,1,0
11272,Zm00001d037798,2,0
11273,Zm00001d033065,8,0
11274,Zm00001d040846,1,0
11275,Zm00001d021138,1,0
11276,Zm00001d013786,8,0
11277,Zm00001d012390,2,0
11278,Zm00001d005542,1,0
11279,Zm00001d053014,1,0
11280,Zm00001d013449,6,0
11281,Zm00001d051798,5,0
11282,Zm00001d049389,6,0
11283,Zm00001d025337,4,0
11284,Zm00001d032478,3,0
11285,Zm00001d011255,1,0
11286,Zm00001d041293,5,0
11287,Zm00001d053448,1,0
11288,Zm00001d051156,3,0
11289,Zm00001d017212,4,0
11290,Zm00001d016606,1,0
11291,Zm00001d042260,6,0
11292,Zm00001d013107,5,0
11293,Zm00001d008692,2,0
11294,Zm00001d029194,6,0
11295,Zm00001d031086,2,0
11296,Zm00001d049725,1,0
11297,Zm00001d029138,1,0
11298,Zm00001d044757,1,0
11299,Zm00001d005649,5,0
11300,Zm00001d013668,6,0
11301,Zm00001d002891,1,0
11302,Zm00001d031554,1,0
11303,Zm00001d044979,1,0
11304,Zm00001d005532,4,0
11305,Zm00001d020332,5,0
11306,Zm00001d017566,6,0
11307,Zm00001d052410,8,0
11308,Zm00001d032947,4,0
11309,Zm00001d049584,4,0
11310,Zm00001d052081,1,1
11311,Zm00001d040933,1,0
11312,Zm00001d050908,6,0
11313,Zm00001d015626,5,0
11314,Zm00001d048012,8,0
11315,Zm00001d026157,2,0
11316,Zm00001d052852,1,1
11317,Zm00001d003070,5,0
11318,Zm00001d043382,1,0
11319,Zm00001d048268,5,1
11320,Zm00001d053431,2,0
11321,Zm00001d010572,1,0
11322,Zm00001d036285,1,0
11323,Zm00001d047546,2,0
11324,Zm00001d010152,4,0
11325,Zm00001d013074,2,1
11326,Zm00001d043395,2,0
11327,Zm00001d029052,5,0
11328,Zm00001d017730,6,0
11329,Zm00001d007179,4,0
11330,Zm00001d045651,5,0
11331,Zm00001d033020,7,0
11332,Zm00001d035593,6,0
11333,Zm00001d047842,6,0
11334,Zm00001d005889,2,0
11335,Zm00001d036463,6,0
11336,Zm00001d002352,6,0
11337,Zm00001d025241,6,0
11338,Zm00001d048340,1,0
11339,Zm00001d028756,8,0
11340,Zm00001d003081,1,0
11341,Zm00001d024709,1,0
11342,Zm00001d049157,4,0
11343,Zm00001d016807,5,0
11344,Zm00001d028664,2,1
11345,Zm00001d013196,3,0
11346,Zm00001d040129,2,0
11347,Zm00001d030048,8,0
11348,Zm00001d052971,4,0
11349,Zm00001d045138,6,0
11350,Zm00001d039535,1,0
11351,Zm00001d044479,6,0
11352,Zm00001d035597,3,0
11353,Zm00001d006478,1,0
11354,Zm00001d019467,5,0
11355,Zm00001d027987,3,1
11356,Zm00001d046834,6,0
11357,Zm00001d051442,6,0
11358,Zm00001d010526,6,0
11359,Zm00001d047749,7,0
11360,Zm00001d033510,5,0
11361,Zm00001d002110,2,0
11362,Zm00001d014749,1,0
11363,Zm00001d002090,6,0
11364,Zm00001d011846,4,0
11365,Zm00001d047455,1,0
11366,Zm00001d012394,6,0
11367,Zm00001d023539,3,1
11368,Zm00001d053230,5,0
11369,Zm00001d006780,1,0
11370,Zm00001d042553,5,0
11371,Zm00001d037097,4,0
11372,Zm00001d034133,1,0
11373,Zm00001d043118,1,0
11374,Zm00001d022469,3,0
11375,Zm00001d009586,2,0
11376,Zm00001d050180,6,0
11377,Zm00001d047351,5,0
11378,Zm00001d040040,6,0
11379,Zm00001d016262,7,1
11380,Zm00001d030837,6,0
11381,Zm00001d050489,1,0
11382,Zm00001d018596,8,0
11383,Zm00001d008298,6,0
11384,Zm00001d041571,5,0
11385,Zm00001d051925,8,0
11386,Zm00001d010918,1,0
11387,Zm00001d039514,5,0
11388,Zm00001d034553,1,0
11389,Zm00001d038117,3,0
11390,Zm00001d011841,5,0
11391,Zm00001d039544,2,0
11392,Zm00001d031694,6,0
11393,Zm00001d003284,1,1
11394,Zm00001d042049,8,0
11395,Zm00001d052480,3,0
11396,Zm00001d029703,6,0
11397,Zm00001d048787,1,0
11398,Zm00001d017387,2,0
11399,Zm00001d039908,1,0
11400,Zm00001d013101,2,0
11401,Zm00001d007053,1,0
11402,Zm00001d032313,1,0
11403,Zm00001d012119,1,0
11404,Zm00001d002589,7,0
11405,Zm00001d017828,2,0
11406,Zm00001d004497,8,1
11407,Zm00001d004877,1,0
11408,Zm00001d042080,1,0
11409,Zm00001d047518,4,0
11410,Zm00001d008546,8,1
11411,Zm00001d028698,7,0
11412,Zm00001d006454,3,0
11413,Zm00001d006118,1,0
11414,Zm00001d020311,1,0
11415,Zm00001d036137,6,0
11416,Zm00001d042697,8,0
11417,Zm00001d046979,1,0
11418,Zm00001d004545,3,0
11419,Zm00001d038699,8,0
11420,Zm00001d035772,1,0
11421,Zm00001d047272,1,0
11422,Zm00001d051344,7,0
11423,Zm00001d036449,1,0
11424,Zm00001d038847,1,0
11425,Zm00001d012485,7,0
11426,Zm00001d012861,1,0
11427,Zm00001d021061,1,0
11428,Zm00001d010995,1,0
11429,Zm00001d032094,3,0
11430,Zm00001d005173,4,0
11431,Zm00001d005424,4,0
11432,Zm00001d019166,1,1
11433,Zm00001d005244,1,1
11434,Zm00001d030601,6,0
11435,Zm00001d038747,4,0
11436,Zm00001d003401,1,0
11437,Zm00001d010793,6,0
11438,Zm00001d004951,2,0
11439,Zm00001d011231,1,0
11440,Zm00001d053938,5,0
11441,Zm00001d052294,2,0
11442,Zm00001d021313,1,0
11443,Zm00001d013358,3,0
11444,Zm00001d042638,7,0
11445,Zm00001d013495,6,0
11446,Zm00001d025966,7,0
11447,Zm00001d003847,4,0
11448,Zm00001d006181,6,0
11449,Zm00001d020863,6,0
11450,Zm00001d008819,3,1
11451,Zm00001d042979,4,0
11452,Zm00001d036630,6,0
11453,Zm00001d044520,6,0
11454,Zm00001d009736,8,0
11455,Zm00001d025798,4,0
11456,Zm00001d024344,5,0
11457,Zm00001d052277,7,0
11458,Zm00001d023258,3,0
11459,Zm00001d010994,3,0
11460,Zm00001d038762,1,0
11461,Zm00001d007091,3,0
11462,Zm00001d052162,3,0
11463,Zm00001d024207,5,0
11464,Zm00001d036454,1,0
11465,Zm00001d019589,8,0
11466,Zm00001d040333,2,0
11467,Zm00001d021951,3,0
11468,Zm00001d005875,5,1
11469,Zm00001d007714,5,0
11470,Zm00001d003089,8,0
11471,Zm00001d014519,1,0
11472,Zm00001d004718,3,0
11473,Zm00001d031187,5,0
11474,Zm00001d007837,1,0
11475,Zm00001d047780,1,0
11476,Zm00001d040011,8,0
11477,Zm00001d051008,2,0
11478,Zm00001d036708,1,0
11479,Zm00001d042949,4,0
11480,Zm00001d030074,3,0
11481,Zm00001d048531,8,0
11482,Zm00001d008610,8,0
11483,Zm00001d018500,5,0
11484,Zm00001d016844,2,0
11485,Zm00001d044578,6,0
11486,Zm00001d029051,5,0
11487,Zm00001d008392,5,0
11488,Zm00001d028924,1,0
11489,Zm00001d030061,1,0
11490,Zm00001d032506,5,0
11491,Zm00001d005924,3,0
11492,Zm00001d053080,6,0
11493,Zm00001d014683,2,0
11494,Zm00001d019282,1,0
11495,Zm00001d038121,7,0
11496,Zm00001d034383,1,0
11497,Zm00001d028709,1,0
11498,Zm00001d011770,1,0
11499,Zm00001d014657,5,0
11500,Zm00001d020419,1,0
11501,Zm00001d035304,5,0
11502,Zm00001d049425,5,0
11503,Zm00001d046718,3,1
11504,Zm00001d020937,7,0
11505,Zm00001d051901,5,0
11506,Zm00001d010522,1,0
11507,Zm00001d013847,6,0
11508,Zm00001d053815,5,0
11509,Zm00001d008424,1,0
11510,Zm00001d031723,5,1
11511,Zm00001d019643,1,0
11512,Zm00001d037856,6,0
11513,Zm00001d028284,6,0
11514,Zm00001d044904,3,0
11515,Zm00001d034804,4,0
11516,Zm00001d017597,3,0
11517,Zm00001d030624,1,0
11518,Zm00001d053213,3,0
11519,Zm00001d049043,1,0
11520,Zm00001d033397,2,0
11521,Zm00001d002712,5,0
11522,Zm00001d021628,3,0
11523,Zm00001d045669,3,0
11524,Zm00001d013759,3,0
11525,Zm00001d031155,5,0
11526,Zm00001d034206,6,0
11527,Zm00001d009014,1,0
11528,Zm00001d006073,1,0
11529,Zm00001d010965,3,0
11530,Zm00001d051636,7,0
11531,Zm00001d042152,4,0
11532,Zm00001d039768,1,0
11533,Zm00001d026546,7,0
11534,Zm00001d038665,5,0
11535,Zm00001d012362,4,0
11536,Zm00001d049665,3,0
11537,Zm00001d053694,6,0
11538,Zm00001d006685,4,0
11539,Zm00001d047506,1,0
11540,Zm00001d036690,3,0
11541,Zm00001d043653,1,0
11542,Zm00001d020357,1,0
11543,Zm00001d044116,6,0
11544,Zm00001d007044,1,0
11545,Zm00001d049381,1,0
11546,Zm00001d039749,8,0
11547,Zm00001d027954,1,0
11548,Zm00001d025679,1,0
11549,Zm00001d010261,1,0
11550,Zm00001d037847,6,0
11551,Zm00001d005663,5,0
11552,ENSRNA049477299,1,0
11553,Zm00001d002243,4,0
11554,Zm00001d032400,1,0
11555,Zm00001d025542,6,0
11556,Zm00001d006737,1,0
11557,Zm00001d045364,2,0
11558,Zm00001d014418,8,0
11559,Zm00001d027484,5,0
11560,Zm00001d024300,1,0
11561,Zm00001d029174,6,0
11562,Zm00001d030694,5,0
11563,Zm00001d025812,3,0
11564,Zm00001d026253,1,0
11565,Zm00001d030266,1,0
11566,Zm00001d007910,6,0
11567,Zm00001d016286,1,0
11568,Zm00001d003128,2,0
11569,Zm00001d036426,4,1
11570,Zm00001d032221,8,0
11571,Zm00001d025479,2,1
11572,Zm00001d031183,2,0
11573,Zm00001d042549,4,0
11574,Zm00001d008449,5,0
11575,Zm00001d051525,3,0
11576,Zm00001d032980,1,0
11577,Zm00001d003203,1,0
11578,Zm00001d045617,1,1
11579,Zm00001d008780,2,0
11580,Zm00001d017287,5,0
11581,Zm00001d037799,3,0
11582,Zm00001d032215,1,0
11583,Zm00001d025705,1,0
11584,Zm00001d007549,5,0
11585,Zm00001d015098,1,0
11586,Zm00001d028711,5,0
11587,Zm00001d042594,2,0
11588,Zm00001d033136,8,0
11589,Zm00001d008367,2,0
11590,Zm00001d043684,1,0
11591,Zm00001d010858,1,0
11592,Zm00001d011468,3,0
11593,Zm00001d034184,3,0
11594,Zm00001d041827,6,0
11595,Zm00001d001999,4,0
11596,Zm00001d011349,6,0
11597,Zm00001d044333,4,0
11598,Zm00001d036570,6,0
11599,Zm00001d017205,3,0
11600,Zm00001d044580,8,0
