,V1,V2,
9865,Zm00001d005621,1,0
9866,Zm00001d022327,3,0
9867,Zm00001d024195,2,0
9868,Zm00001d013329,5,0
9869,Zm00001d030398,1,0
9870,Zm00001d030138,1,0
9871,Zm00001d048229,5,1
9872,Zm00001d046952,4,0
9873,Zm00001d020266,5,0
9874,Zm00001d050658,1,0
9875,Zm00001d003649,1,0
9876,Zm00001d001773,5,0
9877,Zm00001d002781,2,0
9878,Zm00001d038161,8,0
9879,Zm00001d021998,3,1
9880,Zm00001d007633,1,0
9881,Zm00001d048369,1,1
9882,Zm00001d028153,8,0
9883,Zm00001d052208,6,0
9884,Zm00001d044016,8,0
9885,Zm00001d035954,1,0
9886,Zm00001d020858,5,0
9887,Zm00001d020446,5,1
9888,Zm00001d006351,5,0
9889,Zm00001d031684,1,0
9890,Zm00001d006209,4,1
9891,Zm00001d028265,1,1
9892,Zm00001d039495,3,0
9893,Zm00001d017876,8,0
9894,Zm00001d011438,5,0
9895,Zm00001d053011,1,0
9896,Zm00001d002669,7,0
9897,Zm00001d048960,3,0
9898,Zm00001d014818,6,0
9899,Zm00001d039155,1,0
9900,Zm00001d044953,3,1
9901,Zm00001d006211,5,0
9902,Zm00001d037927,3,0
9903,Zm00001d028948,1,0
9904,Zm00001d048707,7,0
9905,Zm00001d011705,1,0
9906,Zm00001d024530,6,0
9907,Zm00001d024762,4,0
9908,Zm00001d014664,3,0
9909,Zm00001d014994,6,0
9910,Zm00001d031058,8,0
9911,Zm00001d025371,6,0
9912,Zm00001d031801,4,0
9913,Zm00001d020497,4,0
9914,Zm00001d017620,6,0
9915,Zm00001d033459,3,0
9916,Zm00001d043119,6,0
9917,Zm00001d037920,6,0
9918,Zm00001d053102,4,0
9919,Zm00001d033259,6,0
9920,Zm00001d026617,8,0
9921,Zm00001d044139,1,0
9922,Zm00001d038404,1,0
9923,Zm00001d033840,2,0
9924,Zm00001d039614,1,0
9925,Zm00001d042660,3,0
9926,Zm00001d040563,2,0
9927,Zm00001d003512,4,0
9928,Zm00001d022563,6,0
9929,Zm00001d049625,4,1
9930,Zm00001d044944,6,0
9931,Zm00001d006337,1,0
9932,Zm00001d013736,6,0
9933,Zm00001d016014,5,0
9934,Zm00001d037279,8,0
9935,Zm00001d001905,3,0
9936,Zm00001d038745,1,0
9937,Zm00001d040672,4,0
9938,Zm00001d025807,3,0
9939,Zm00001d008956,5,0
9940,Zm00001d013716,4,0
9941,Zm00001d008722,7,0
9942,Zm00001d017817,3,0
9943,Zm00001d018903,1,0
9944,Zm00001d033061,6,0
9945,Zm00001d021477,6,0
9946,Zm00001d027665,1,0
9947,Zm00001d029702,3,0
9948,Zm00001d038348,5,0
9949,Zm00001d042908,1,0
9950,Zm00001d049087,1,0
9951,Zm00001d050412,5,0
9952,Zm00001d037360,2,1
9953,Zm00001d037393,2,0
9954,Zm00001d001897,1,0
9955,Zm00001d030174,5,0
9956,Zm00001d003822,8,1
9957,Zm00001d038351,1,0
9958,Zm00001d047412,1,1
9959,Zm00001d029920,5,0
9960,Zm00001d019599,3,0
9961,Zm00001d023349,3,0
9962,Zm00001d037898,6,0
9963,Zm00001d052259,1,0
9964,Zm00001d028802,3,0
9965,Zm00001d019139,5,0
9966,Zm00001d036568,1,0
9967,Zm00001d038570,1,0
9968,Zm00001d006810,6,0
9969,Zm00001d019125,6,0
9970,Zm00001d025959,6,0
9971,Zm00001d009912,1,0
9972,Zm00001d012070,5,0
9973,Zm00001d023557,3,0
9974,Zm00001d007514,6,0
9975,Zm00001d015837,1,0
9976,Zm00001d011597,1,1
9977,Zm00001d050698,2,1
9978,Zm00001d017448,6,0
9979,Zm00001d014779,6,0
9980,Zm00001d034364,1,0
9981,Zm00001d013487,4,0
9982,Zm00001d050884,4,0
9983,Zm00001d043649,8,0
9984,Zm00001d031040,6,0
9985,Zm00001d028543,1,0
9986,Zm00001d016379,5,0
9987,Zm00001d015889,6,0
9988,Zm00001d014284,8,0
9989,Zm00001d017655,2,0
9990,Zm00001d010141,1,0
9991,Zm00001d035664,8,0
9992,Zm00001d042655,2,0
9993,Zm00001d003155,8,0
9994,Zm00001d024598,5,0
9995,Zm00001d003328,1,0
9996,Zm00001d049502,3,0
9997,Zm00001d005300,3,1
9998,Zm00001d046823,5,0
9999,Zm00001d003399,3,0
10000,Zm00001d021836,6,0
10001,Zm00001d010567,1,0
10002,Zm00001d039709,3,0
10003,Zm00001d033504,5,0
10004,Zm00001d003365,5,0
10005,Zm00001d039039,6,0
10006,Zm00001d025734,1,0
10007,Zm00001d046905,1,0
10008,Zm00001d011571,3,1
10009,Zm00001d043970,8,0
10010,Zm00001d042293,7,0
10011,Zm00001d034793,6,0
10012,Zm00001d040372,4,0
10013,Zm00001d035608,5,0
10014,Zm00001d024715,2,0
10015,Zm00001d040111,3,0
10016,Zm00001d013607,4,0
10017,Zm00001d026056,5,0
10018,Zm00001d040286,3,0
10019,Zm00001d032710,6,0
10020,Zm00001d046255,1,0
10021,Zm00001d048359,4,1
10022,Zm00001d034591,4,0
10023,Zm00001d019866,2,0
10024,Zm00001d006688,4,0
10025,Zm00001d010650,1,0
10026,Zm00001d046460,3,0
10027,Zm00001d043682,1,0
10028,Zm00001d005833,6,0
10029,Zm00001d021699,5,0
10030,Zm00001d045319,1,0
10031,Zm00001d048658,5,0
10032,Zm00001d002543,6,0
10033,Zm00001d019180,6,0
10034,Zm00001d049020,4,0
10035,Zm00001d012605,3,1
10036,Zm00001d037479,1,0
10037,Zm00001d028929,2,0
10038,Zm00001d025616,8,0
10039,Zm00001d045316,6,0
10040,Zm00001d022101,3,0
10041,Zm00001d034854,2,0
10042,Zm00001d029839,4,0
10043,Zm00001d021201,4,0
10044,Zm00001d029620,3,0
10045,Zm00001d012126,8,0
10046,Zm00001d038346,1,0
10047,Zm00001d013787,4,0
10048,Zm00001d013390,4,0
10049,Zm00001d004121,1,0
10050,Zm00001d036228,3,0
10051,Zm00001d039808,1,0
10052,Zm00001d009083,5,0
10053,Zm00001d044417,6,0
10054,Zm00001d007166,4,0
10055,Zm00001d052997,1,0
10056,Zm00001d008178,4,0
10057,Zm00001d021015,1,0
10058,Zm00001d037630,5,0
10059,Zm00001d039052,6,0
10060,Zm00001d036918,7,0
10061,Zm00001d013903,7,0
10062,Zm00001d013894,2,0
10063,Zm00001d051214,1,0
10064,Zm00001d018957,6,0
10065,Zm00001d021142,8,0
10066,Zm00001d027230,1,0
10067,Zm00001d003196,1,0
10068,Zm00001d017310,2,0
10069,Zm00001d022546,8,0
10070,Zm00001d018150,3,0
10071,Zm00001d024373,6,0
10072,Zm00001d037982,4,0
10073,Zm00001d053442,6,1
10074,Zm00001d010540,6,0
10075,Zm00001d007199,5,0
10076,Zm00001d013825,3,0
10077,Zm00001d019576,1,0
10078,Zm00001d035960,1,0
10079,Zm00001d048614,1,0
10080,Zm00001d022314,5,0
10081,Zm00001d037768,6,0
10082,Zm00001d005848,1,0
10083,Zm00001d045202,3,0
10084,Zm00001d034901,6,0
10085,Zm00001d044947,5,0
10086,Zm00001d010711,1,0
10087,Zm00001d022069,3,0
10088,Zm00001d044091,7,0
10089,Zm00001d022209,3,0
10090,Zm00001d034998,1,0
10091,Zm00001d036110,1,0
10092,Zm00001d017008,5,0
10093,Zm00001d032520,6,0
10094,Zm00001d053620,1,0
10095,Zm00001d019312,6,0
10096,Zm00001d031318,1,0
10097,Zm00001d043849,5,0
10098,Zm00001d051544,6,0
10099,Zm00001d034606,5,0
10100,Zm00001d009021,1,0
10101,Zm00001d013573,3,0
10102,Zm00001d030751,6,0
10103,Zm00001d029572,7,0
10104,Zm00001d013415,6,0
10105,Zm00001d025640,8,0
10106,Zm00001d002717,2,0
10107,Zm00001d039736,2,0
10108,Zm00001d033541,8,0
10109,Zm00001d022492,4,0
10110,Zm00001d028784,3,0
10111,Zm00001d005766,5,0
10112,Zm00001d030308,4,0
10113,Zm00001d044324,1,0
10114,Zm00001d025194,2,0
10115,Zm00001d006323,1,0
10116,Zm00001d031750,6,0
10117,Zm00001d029260,6,0
10118,Zm00001d046716,3,0
10119,Zm00001d013532,6,0
10120,Zm00001d009837,1,0
10121,Zm00001d039392,5,0
10122,Zm00001d014689,1,0
10123,Zm00001d042148,5,0
10124,Zm00001d022530,5,1
10125,Zm00001d047190,5,0
10126,Zm00001d002748,3,0
10127,Zm00001d018944,7,0
10128,Zm00001d021535,4,0
10129,Zm00001d030598,1,0
10130,Zm00001d004335,5,0
10131,Zm00001d045064,3,0
10132,Zm00001d048085,5,0
10133,Zm00001d014187,1,0
10134,Zm00001d002837,3,0
10135,Zm00001d052816,1,0
10136,Zm00001d027537,4,0
10137,Zm00001d037422,6,0
10138,Zm00001d003084,1,0
10139,Zm00001d036763,5,0
10140,Zm00001d032441,4,0
10141,Zm00001d031088,1,0
10142,Zm00001d023329,2,0
10143,Zm00001d013262,1,0
10144,Zm00001d008219,7,0
10145,Zm00001d034011,3,0
10146,Zm00001d015449,5,0
10147,Zm00001d039349,8,0
10148,Zm00001d029432,6,0
10149,Zm00001d037859,1,0
10150,Zm00001d026223,6,0
10151,Zm00001d042500,6,0
10152,Zm00001d023593,4,0
10153,Zm00001d014340,7,0
10154,Zm00001d023241,1,0
10155,Zm00001d026480,8,0
10156,Zm00001d038890,7,0
10157,Zm00001d014852,5,0
10158,Zm00001d003617,1,0
10159,Zm00001d009247,3,0
10160,Zm00001d042888,2,0
10161,Zm00001d016242,1,0
10162,Zm00001d013057,5,0
10163,Zm00001d010413,4,0
10164,Zm00001d013204,1,0
10165,Zm00001d035462,5,0
10166,Zm00001d045423,7,0
10167,Zm00001d022429,1,0
10168,Zm00001d015212,6,0
10169,Zm00001d047855,1,0
10170,Zm00001d049581,1,1
10171,Zm00001d004708,1,0
10172,Zm00001d049331,1,0
10173,Zm00001d006606,1,0
10174,Zm00001d047955,1,0
10175,Zm00001d050411,5,0
10176,Zm00001d007927,1,0
10177,Zm00001d014294,1,0
10178,Zm00001d044674,6,0
10179,Zm00001d051938,5,0
10180,Zm00001d032543,2,0
10181,Zm00001d028114,8,0
10182,Zm00001d029618,5,0
10183,Zm00001d043195,1,0
10184,Zm00001d048606,4,0
10185,Zm00001d043137,8,0
10186,Zm00001d024961,5,0
10187,Zm00001d018653,4,0
10188,Zm00001d023257,7,0
10189,Zm00001d002128,4,0
10190,Zm00001d052317,6,1
10191,Zm00001d051789,6,0
10192,Zm00001d016659,8,0
10193,Zm00001d036334,1,0
10194,Zm00001d011658,6,0
10195,Zm00001d017199,8,0
10196,Zm00001d051499,3,0
10197,Zm00001d008842,3,0
10198,Zm00001d049679,2,0
10199,Zm00001d039976,2,0
10200,Zm00001d025263,5,0
10201,Zm00001d047330,5,1
10202,Zm00001d012863,1,0
10203,Zm00001d052627,6,0
10204,Zm00001d039528,1,0
10205,Zm00001d048876,4,0
10206,Zm00001d043691,6,1
10207,Zm00001d012564,4,0
10208,Zm00001d049363,1,0
10209,Zm00001d022354,1,0
10210,Zm00001d026600,2,0
10211,Zm00001d054001,1,0
10212,Zm00001d042964,5,0
10213,Zm00001d026301,1,0
10214,Zm00001d030310,6,0
10215,Zm00001d042535,8,0
10216,Zm00001d021375,1,0
10217,Zm00001d016854,8,0
10218,Zm00001d006629,8,1
10219,Zm00001d011197,7,1
10220,Zm00001d032508,3,0
10221,Zm00001d044083,8,0
10222,Zm00001d032587,6,0
10223,Zm00001d049081,5,0
10224,Zm00001d043199,5,0
10225,Zm00001d002403,6,0
10226,Zm00001d017025,5,0
10227,Zm00001d007186,6,0
10228,Zm00001d053064,2,0
10229,Zm00001d035973,7,0
10230,Zm00001d047452,4,0
10231,Zm00001d017786,7,0
10232,Zm00001d021232,6,0
10233,Zm00001d025674,4,0
10234,Zm00001d046429,2,0
10235,Zm00001d032269,2,0
10236,Zm00001d042272,1,0
10237,Zm00001d047462,8,0
10238,Zm00001d039404,6,0
10239,Zm00001d045041,8,0
10240,Zm00001d010799,8,0
10241,Zm00001d043446,3,0
10242,Zm00001d004410,6,0
10243,Zm00001d045082,6,0
10244,Zm00001d053046,3,0
10245,Zm00001d037439,4,0
10246,Zm00001d014030,2,0
10247,Zm00001d043549,5,0
10248,Zm00001d042100,5,0
10249,Zm00001d042766,6,0
10250,Zm00001d026143,7,0
10251,Zm00001d036965,4,0
10252,Zm00001d048695,6,0
10253,Zm00001d011165,2,0
10254,Zm00001d012421,5,0
10255,Zm00001d032725,1,0
10256,Zm00001d039521,1,0
10257,Zm00001d053188,8,0
10258,Zm00001d028958,5,0
10259,Zm00001d016197,1,0
10260,Zm00001d016999,1,0
10261,Zm00001d013127,4,0
10262,Zm00001d013993,3,0
10263,Zm00001d018523,4,0
10264,Zm00001d049376,1,0
10265,Zm00001d030688,1,0
10266,Zm00001d038859,4,0
10267,Zm00001d028989,4,0
10268,Zm00001d012332,3,0
10269,Zm00001d006262,6,0
10270,Zm00001d041702,4,0
10271,Zm00001d026377,3,0
10272,Zm00001d018479,5,0
10273,Zm00001d011492,1,0
10274,Zm00001d039318,3,0
10275,Zm00001d039016,4,0
10276,Zm00001d047591,5,0
10277,Zm00001d052322,3,0
10278,Zm00001d002611,1,0
10279,Zm00001d031135,4,1
10280,Zm00001d016120,5,0
10281,Zm00001d037057,7,0
10282,Zm00001d045480,1,0
10283,Zm00001d008413,1,0
10284,Zm00001d033039,7,0
10285,Zm00001d033558,7,0
10286,Zm00001d017320,6,0
10287,Zm00001d031669,1,0
10288,Zm00001d021227,1,0
10289,Zm00001d029254,6,0
10290,Zm00001d048913,5,0
10291,Zm00001d033228,3,0
10292,Zm00001d032663,3,0
10293,Zm00001d018965,7,0
10294,Zm00001d013907,8,0
10295,Zm00001d013659,4,0
10296,Zm00001d008737,6,0
10297,Zm00001d030780,8,0
10298,Zm00001d052335,4,0
10299,Zm00001d016885,7,0
10300,Zm00001d012430,5,0
10301,Zm00001d050277,6,0
10302,Zm00001d005622,5,1
10303,Zm00001d013324,8,0
10304,Zm00001d002715,1,0
10305,Zm00001d010082,4,0
10306,Zm00001d018454,8,0
10307,Zm00001d009826,7,0
10308,Zm00001d019451,2,0
10309,Zm00001d025091,6,0
10310,Zm00001d023931,4,1
10311,Zm00001d016623,7,1
10312,Zm00001d046119,6,0
10313,Zm00001d011420,5,0
10314,Zm00001d031805,3,0
10315,Zm00001d011013,3,0
10316,Zm00001d038755,3,0
10317,Zm00001d040109,6,0
10318,Zm00001d045327,4,0
10319,Zm00001d018319,5,0
10320,Zm00001d028661,6,0
10321,Zm00001d027354,6,0
10322,Zm00001d033218,1,0
10323,Zm00001d039797,2,0
10324,Zm00001d025267,8,0
10325,Zm00001d029041,8,0
10326,Zm00001d017445,8,0
10327,Zm00001d013320,4,0
10328,Zm00001d034373,6,0
10329,Zm00001d037626,6,0
10330,Zm00001d026512,3,0
10331,Zm00001d040124,4,0
10332,Zm00001d048598,6,0
10333,Zm00001d013656,6,0
10334,Zm00001d046305,8,1
10335,Zm00001d024595,2,0
10336,Zm00001d011259,5,0
10337,Zm00001d044460,4,0
10338,Zm00001d027842,1,0
10339,Zm00001d052254,6,1
10340,Zm00001d009472,1,0
10341,Zm00001d042060,5,0
10342,Zm00001d040426,6,1
10343,Zm00001d017847,1,0
10344,Zm00001d031431,3,0
10345,Zm00001d028202,2,0
10346,Zm00001d022176,1,0
10347,Zm00001d033484,4,0
10348,Zm00001d051592,8,0
10349,Zm00001d033181,8,0
10350,Zm00001d009755,5,0
10351,Zm00001d026448,4,1
10352,Zm00001d031666,5,0
10353,Zm00001d016142,5,0
10354,Zm00001d021890,1,0
10355,Zm00001d052874,4,0
10356,Zm00001d042435,1,0
10357,Zm00001d049438,5,0
10358,Zm00001d052472,6,0
10359,Zm00001d028888,5,0
10360,Zm00001d003606,4,0
10361,Zm00001d022225,6,1
10362,Zm00001d003852,3,0
10363,Zm00001d002696,6,0
10364,Zm00001d031257,3,0
10365,Zm00001d005205,3,0
10366,Zm00001d052189,5,0
10367,Zm00001d009731,6,0
10368,Zm00001d047480,5,0
10369,Zm00001d025063,1,0
10370,Zm00001d019648,8,0
10371,Zm00001d021522,1,0
10372,Zm00001d003025,6,0
10373,Zm00001d043588,8,0
10374,Zm00001d028188,6,0
10375,Zm00001d032573,3,0
10376,Zm00001d005450,1,0
10377,Zm00001d044385,5,0
10378,Zm00001d013410,6,0
10379,Zm00001d013264,5,0
10380,Zm00001d037296,6,0
10381,Zm00001d018842,4,0
10382,Zm00001d010500,4,0
10383,Zm00001d038717,3,1
10384,Zm00001d008941,1,0
10385,Zm00001d048169,5,0
10386,Zm00001d038642,5,0
10387,Zm00001d029806,3,0
10388,Zm00001d047437,3,0
10389,Zm00001d007851,1,0
10390,Zm00001d006590,3,0
10391,Zm00001d004564,1,0
10392,Zm00001d003432,7,0
10393,Zm00001d034064,1,0
10394,Zm00001d037153,8,0
10395,Zm00001d028021,2,0
10396,Zm00001d052009,6,0
10397,Zm00001d050216,4,0
10398,Zm00001d049224,8,0
10399,Zm00001d020443,4,0
10400,Zm00001d015347,5,0
10401,Zm00001d052947,2,0
10402,Zm00001d029679,5,1
10403,Zm00001d040548,5,0
10404,Zm00001d040144,1,0
10405,Zm00001d027361,4,0
10406,Zm00001d018414,7,0
10407,Zm00001d045660,8,0
10408,Zm00001d013920,1,0
10409,Zm00001d039142,3,0
10410,Zm00001d013933,3,0
10411,Zm00001d049666,1,0
10412,Zm00001d033992,1,0
10413,Zm00001d038851,1,0
10414,Zm00001d027259,1,0
10415,Zm00001d029619,3,0
10416,Zm00001d011876,1,0
10417,Zm00001d030053,6,0
10418,Zm00001d003776,8,0
10419,Zm00001d048800,2,0
10420,Zm00001d051554,6,0
10421,Zm00001d046311,7,0
10422,Zm00001d003569,7,0
10423,Zm00001d041378,1,0
10424,Zm00001d047828,1,0
10425,Zm00001d041308,8,0
10426,Zm00001d053103,3,0
10427,Zm00001d034524,6,0
10428,Zm00001d013383,4,0
10429,Zm00001d048841,8,0
10430,Zm00001d038216,5,1
10431,Zm00001d021900,3,0
10432,Zm00001d012992,1,0
10433,Zm00001d049597,6,0
10434,Zm00001d006825,7,0
10435,Zm00001d011312,6,0
10436,Zm00001d009431,6,0
10437,Zm00001d007620,2,0
10438,Zm00001d028469,5,0
10439,Zm00001d034031,5,0
10440,Zm00001d025774,8,0
10441,Zm00001d006938,6,0
10442,Zm00001d009796,8,0
10443,Zm00001d047712,8,0
10444,Zm00001d042626,2,0
10445,Zm00001d025291,1,0
10446,Zm00001d019473,6,0
10447,Zm00001d036637,6,0
10448,Zm00001d048319,6,0
10449,Zm00001d034167,6,0
10450,Zm00001d026036,4,0
10451,Zm00001d028477,8,0
10452,Zm00001d018396,7,0
10453,Zm00001d003895,6,0
10454,Zm00001d047068,3,0
10455,Zm00001d025545,1,0
10456,Zm00001d015280,2,0
10457,Zm00001d051053,8,0
10458,Zm00001d043305,1,0
10459,Zm00001d052263,8,0
10460,Zm00001d010599,4,0
10461,Zm00001d035527,1,0
10462,Zm00001d018465,1,1
10463,Zm00001d031451,6,1
10464,Zm00001d041639,2,1
10465,Zm00001d047761,1,1
10466,Zm00001d027333,1,0
10467,Zm00001d029579,7,0
10468,Zm00001d002565,5,0
10469,Zm00001d003148,4,0
10470,Zm00001d007081,1,0
10471,Zm00001d047714,2,0
10472,Zm00001d017949,8,0
10473,Zm00001d029275,5,0
10474,Zm00001d043874,8,0
10475,Zm00001d015300,1,0
10476,Zm00001d027598,8,1
10477,Zm00001d046538,6,0
10478,Zm00001d033414,1,0
10479,Zm00001d019703,1,0
10480,Zm00001d049361,1,0
10481,Zm00001d008377,3,0
10482,Zm00001d026678,3,0
10483,Zm00001d044124,2,0
10484,Zm00001d023342,2,0
10485,Zm00001d051930,6,0
10486,Zm00001d040360,8,0
10487,Zm00001d022182,3,0
10488,Zm00001d054034,6,0
10489,Zm00001d022167,5,0
10490,Zm00001d037085,5,0
10491,Zm00001d017412,7,1
10492,Zm00001d038362,6,0
10493,Zm00001d014078,4,0
10494,Zm00001d051802,6,0
10495,Zm00001d050368,6,0
10496,Zm00001d004415,2,0
10497,Zm00001d030675,4,0
10498,Zm00001d016144,8,0
10499,Zm00001d046260,1,0
10500,Zm00001d032379,1,0
10501,Zm00001d009387,1,0
10502,Zm00001d053259,1,1
10503,Zm00001d022371,6,0
10504,Zm00001d020171,8,0
10505,Zm00001d006507,6,0
10506,Zm00001d032240,5,1
10507,Zm00001d031945,8,0
10508,Zm00001d021034,2,0
10509,Zm00001d021629,6,0
10510,Zm00001d044874,6,0
10511,Zm00001d047182,4,1
10512,Zm00001d042473,4,0
10513,Zm00001d033286,4,0
10514,Zm00001d025129,8,0
10515,Zm00001d037480,3,0
10516,Zm00001d044254,8,0
10517,Zm00001d046865,8,0
10518,Zm00001d039066,8,0
10519,Zm00001d042426,7,0
10520,Zm00001d004400,6,0
10521,Zm00001d049166,7,0
10522,Zm00001d021442,1,1
10523,Zm00001d013046,3,0
10524,Zm00001d028207,5,0
10525,Zm00001d020898,7,0
10526,Zm00001d048402,6,0
10527,Zm00001d045534,1,0
10528,Zm00001d049985,1,0
10529,Zm00001d004438,1,0
10530,Zm00001d033208,5,0
10531,Zm00001d029723,3,0
10532,Zm00001d029611,5,0
10533,Zm00001d017491,6,0
10534,Zm00001d005817,5,0
10535,Zm00001d044930,3,0
10536,Zm00001d022598,1,0
10537,Zm00001d012607,1,0
10538,Zm00001d021249,4,0
10539,Zm00001d021297,1,0
10540,Zm00001d025249,8,0
10541,Zm00001d008940,8,0
10542,Zm00001d030682,5,0
10543,Zm00001d042329,5,0
10544,Zm00001d050107,5,0
10545,Zm00001d003902,6,0
10546,Zm00001d036927,5,0
10547,Zm00001d007966,6,0
10548,Zm00001d012040,1,0
10549,Zm00001d035773,1,0
10550,Zm00001d045052,4,0
10551,Zm00001d020925,3,0
10552,Zm00001d028471,4,0
10553,Zm00001d046683,1,0
10554,Zm00001d036206,8,0
10555,Zm00001d026055,5,0
10556,Zm00001d025622,2,0
10557,Zm00001d008648,1,1
10558,Zm00001d008250,4,0
10559,Zm00001d032303,4,0
10560,Zm00001d019650,3,0
10561,Zm00001d023838,1,0
10562,Zm00001d034677,3,0
10563,Zm00001d034237,5,0
10564,Zm00001d017671,6,0
10565,Zm00001d048307,5,0
10566,Zm00001d035184,2,0
10567,Zm00001d045001,2,0
10568,Zm00001d017932,1,1
10569,Zm00001d047028,1,0
10570,Zm00001d027966,2,0
10571,Zm00001d018976,5,0
10572,Zm00001d022258,1,0
10573,Zm00001d047966,1,0
10574,Zm00001d038613,4,0
10575,Zm00001d009677,1,0
10576,Zm00001d047889,6,0
10577,Zm00001d053996,3,0
10578,Zm00001d034992,3,0
10579,Zm00001d033829,6,0
10580,Zm00001d034255,4,0
10581,Zm00001d022537,1,0
10582,Zm00001d043284,4,0
10583,Zm00001d041831,6,1
10584,Zm00001d043006,8,0
10585,Zm00001d042449,5,0
10586,Zm00001d006677,3,1
10587,Zm00001d046513,1,0
10588,Zm00001d036629,1,0
10589,Zm00001d011091,6,0
10590,Zm00001d045459,3,0
10591,Zm00001d048147,1,0
10592,Zm00001d031090,4,0
10593,Zm00001d034714,4,0
10594,Zm00001d049208,4,0
10595,Zm00001d011069,8,0
10596,Zm00001d049485,4,1
10597,Zm00001d004115,2,0
10598,Zm00001d024647,5,0
10599,Zm00001d021425,5,0
10600,Zm00001d028598,3,0
10601,Zm00001d043071,1,0
10602,Zm00001d028017,3,1
10603,Zm00001d003451,5,1
10604,Zm00001d048131,5,1
10605,Zm00001d008531,6,0
10606,Zm00001d020515,6,0
10607,Zm00001d022206,6,0
10608,Zm00001d022264,1,0
10609,Zm00001d042237,5,0
10610,Zm00001d025916,5,0
10611,Zm00001d020008,8,0
10612,Zm00001d020184,5,0
10613,Zm00001d018555,3,0
10614,Zm00001d014315,8,0
10615,Zm00001d036237,7,0
10616,Zm00001d020969,7,0
10617,Zm00001d010210,8,0
10618,Zm00001d013992,8,0
10619,Zm00001d006214,4,0
10620,Zm00001d047491,1,0
10621,Zm00001d009171,5,0
10622,Zm00001d024262,2,0
10623,Zm00001d018700,5,0
10624,Zm00001d033981,4,0
10625,Zm00001d045304,7,0
10626,Zm00001d007960,4,0
10627,Zm00001d007943,1,0
10628,Zm00001d004120,8,0
10629,Zm00001d038855,6,0
10630,Zm00001d032012,3,0
10631,Zm00001d002572,6,0
10632,Zm00001d019389,2,0
10633,Zm00001d015088,6,0
10634,Zm00001d041913,3,0
10635,Zm00001d031934,5,0
10636,Zm00001d017609,1,1
10637,Zm00001d050903,3,0
10638,Zm00001d034049,5,0
10639,Zm00001d022233,4,0
10640,Zm00001d048772,8,0
10641,Zm00001d020102,6,0
10642,Zm00001d048041,1,1
10643,Zm00001d052264,8,0
10644,Zm00001d006128,7,0
10645,Zm00001d052848,6,0
10646,Zm00001d028472,4,1
10647,Zm00001d010222,6,0
10648,Zm00001d033623,4,0
10649,Zm00001d018874,5,0
10650,Zm00001d011561,5,0
10651,Zm00001d041972,3,0
10652,Zm00001d042804,1,0
10653,Zm00001d029918,1,0
10654,Zm00001d023478,7,0
10655,Zm00001d024314,8,0
10656,Zm00001d039531,5,1
10657,Zm00001d052721,1,0
10658,Zm00001d052660,1,0
10659,Zm00001d045899,1,0
10660,Zm00001d036331,2,0
10661,Zm00001d028384,1,0
10662,Zm00001d009709,3,0
10663,Zm00001d001935,3,0
10664,Zm00001d046483,7,0
10665,Zm00001d017013,2,0
10666,Zm00001d018281,6,0
10667,Zm00001d002607,6,0
10668,Zm00001d008891,5,0
10669,Zm00001d052111,1,0
10670,Zm00001d003939,4,0
10671,Zm00001d025753,4,0
10672,Zm00001d033874,1,0
10673,Zm00001d022337,8,0
10674,Zm00001d018989,1,0
10675,Zm00001d008323,1,1
10676,Zm00001d008656,1,0
10677,Zm00001d038180,7,0
10678,Zm00001d025793,3,0
10679,Zm00001d050823,6,0
10680,Zm00001d021861,4,0
10681,Zm00001d054013,6,0
10682,Zm00001d039400,8,0
10683,Zm00001d035270,1,0
10684,Zm00001d048008,3,0
10685,Zm00001d028319,7,0
10686,Zm00001d005161,8,0
10687,Zm00001d040880,1,0
10688,Zm00001d012775,2,0
10689,Zm00001d051684,7,1
10690,Zm00001d040314,1,0
10691,Zm00001d003276,5,0
10692,Zm00001d011325,6,0
10693,Zm00001d039882,3,0
10694,Zm00001d006025,6,0
10695,Zm00001d002782,3,1
10696,Zm00001d053926,3,0
10697,Zm00001d043944,8,0
10698,Zm00001d033787,5,0
10699,Zm00001d003035,3,0
10700,Zm00001d032357,1,0
10701,Zm00001d015221,2,0
10702,Zm00001d037112,4,0
10703,Zm00001d020524,4,0
10704,Zm00001d005735,5,0
10705,Zm00001d050074,5,0
10706,Zm00001d017653,3,0
10707,Zm00001d037158,3,1
10708,Zm00001d013035,1,0
10709,Zm00001d002704,1,0
10710,Zm00001d053404,6,0
10711,Zm00001d001848,1,0
10712,Zm00001d043927,1,0
10713,Zm00001d052174,3,0
10714,Zm00001d051241,1,0
10715,Zm00001d029072,6,0
10716,Zm00001d029293,8,1
10717,Zm00001d052017,4,0
10718,Zm00001d005816,4,0
10719,Zm00001d039312,4,0
10720,Zm00001d053732,6,0
10721,Zm00001d039732,3,0
10722,Zm00001d043816,2,0
10723,Zm00001d039772,2,0
10724,Zm00001d040218,1,0
10725,Zm00001d005302,1,0
10726,Zm00001d015795,1,0
10727,Zm00001d031327,1,0
10728,Zm00001d021696,4,0
10729,Zm00001d008875,6,0
10730,Zm00001d025740,1,0
10731,Zm00001d036103,3,0
10732,Zm00001d046134,8,0
10733,Zm00001d042550,2,1
10734,Zm00001d050125,6,0
10735,Zm00001d032233,3,0
10736,Zm00001d028075,4,1
10737,Zm00001d016260,3,1
10738,Zm00001d046940,8,0
